fl_date,mkt_unique_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,crs_elapsed_time,air_time,distance
2019-06-01,AS,131,AS,N280AK,131,14057,PDX,"Portland, OR",10299,ANC,"Anchorage, AK",1135,1129,-6,15,1144,1401,2,1415,1403,-12,220,197,1542
2019-03-01,AS,37,AS,N413AS,37,13487,MSP,"Minneapolis, MN",14747,SEA,"Seattle, WA",1645,1654,9,89,1823,1950,7,1845,1957,72,240,207,1399
2019-12-01,AS,2001,QX,N430QX,2001,16101,YKM,"Yakima, WA",14747,SEA,"Seattle, WA",500,500,0,30,530,555,8,546,603,17,46,25,103
2019-11-01,AS,3304,OO,N192SY,3304,14831,SJC,"San Jose, CA",15376,TUS,"Tucson, AZ",1730,1727,-3,9,1736,1912,4,1935,1916,-19,125,96,722
2019-06-01,AS,130,AS,N263AK,130,10299,ANC,"Anchorage, AK",14057,PDX,"Portland, OR",655,647,-8,10,657,1108,6,1130,1114,-16,215,191,1542
2019-01-01,AS,3330,OO,N184SY,3330,14747,SEA,"Seattle, WA",10713,BOI,"Boise, ID",1935,1932,-3,17,1949,2144,3,2159,2147,-12,84,55,399
2019-06-01,AS,128,AS,N224AK,128,11630,FAI,"Fairbanks, AK",14747,SEA,"Seattle, WA",30,24,-6,7,31,439,4,505,443,-22,215,188,1533
2019-01-01,AS,3329,OO,N185SY,3329,11259,DAL,"Dallas, TX",14831,SJC,"San Jose, CA",1510,1524,14,25,1549,1734,5,1725,1739,14,255,225,1450
2019-08-01,AS,3296,KS,N687PA,3296,10299,ANC,"Anchorage, AK",11445,DUT,"Unalaska, AK",1515,1837,202,5,1842,2054,3,1739,2057,198,144,132,792
2019-10-01,AS,3308,OO,N196SY,3308,14679,SAN,"San Diego, CA",15023,STS,"Santa Rosa, CA",1650,1645,-5,17,1702,1821,12,1845,1833,-12,115,79,508
2019-10-01,AS,3312,OO,N194SY,3312,14057,PDX,"Portland, OR",11259,DAL,"Dallas, TX",1140,1144,4,14,1158,1734,8,1735,1742,7,235,216,1626
2019-03-01,AS,60,AS,N592AS,60,12523,JNU,"Juneau, AK",12819,KTN,"Ketchikan, AK",740,724,-16,15,739,816,4,840,820,-20,60,37,234
2019-06-01,AS,110,AS,N428AS,110,14771,SFO,"San Francisco, CA",12478,JFK,"New York, NY",2310,2311,1,18,2329,730,22,755,752,-3,345,301,2586
2019-12-01,AS,2002,QX,N441QX,2002,14747,SEA,"Seattle, WA",16101,YKM,"Yakima, WA",830,822,-8,27,849,922,4,922,926,4,52,33,103
2019-02-01,AS,3299,KS,N681PA,3299,11445,DUT,"Unalaska, AK",10299,ANC,"Anchorage, AK",1240,1258,18,5,1303,1501,2,1510,1503,-7,150,118,792
2019-11-01,AS,3303,OO,N400SY,3303,15376,TUS,"Tucson, AZ",14831,SJC,"San Jose, CA",650,641,-9,13,654,837,5,910,842,-28,140,103,722
2019-11-01,AS,3306,OO,N183SY,3306,14057,PDX,"Portland, OR",14869,SLC,"Salt Lake City, UT",1600,1555,-5,12,1607,1833,7,1840,1840,0,100,86,630
2019-07-01,AS,3301,OO,N187SY,3301,10423,AUS,"Austin, TX",14831,SJC,"San Jose, CA",740,732,-8,17,749,916,7,925,923,-2,225,207,1476
2019-11-01,AS,3305,OO,N197SY,3305,14057,PDX,"Portland, OR",14893,SMF,"Sacramento, CA",1625,1622,-3,17,1639,1747,4,1800,1751,-9,95,68,479
2019-07-01,AS,3302,OO,N189SY,3302,13796,OAK,"Oakland, CA",14057,PDX,"Portland, OR",1445,1435,-10,11,1446,1600,4,1625,1604,-21,100,74,543
2019-10-01,AS,3309,OO,N194SY,3309,11259,DAL,"Dallas, TX",14057,PDX,"Portland, OR",1815,1815,0,19,1834,2005,7,2035,2012,-23,260,211,1626
2019-07-01,AS,3303,OO,N171SY,3303,15376,TUS,"Tucson, AZ",14831,SJC,"San Jose, CA",705,700,-5,8,708,849,16,910,905,-5,125,101,722
2019-04-01,AS,2035,QX,N448QX,2035,14057,PDX,"Portland, OR",11603,EUG,"Eugene, OR",2215,2208,-7,6,2214,2239,3,2255,2242,-13,40,25,106
2019-01-01,AS,3336,OO,N193SY,3336,14679,SAN,"San Diego, CA",10423,AUS,"Austin, TX",810,802,-8,17,819,1248,3,1302,1251,-11,172,149,1164
2019-12-01,AS,2003,QX,N405QX,2003,10713,BOI,"Boise, ID",14747,SEA,"Seattle, WA",1655,1652,-3,22,1714,1738,6,1738,1744,6,103,84,399
2019-08-01,AS,3297,KS,N687PA,3297,11445,DUT,"Unalaska, AK",10299,ANC,"Anchorage, AK",1820,2154,214,3,2157,2359,4,2035,3,208,135,122,792
2019-10-01,AS,3311,OO,N170SY,3311,15023,STS,"Santa Rosa, CA",12892,LAX,"Los Angeles, CA",1140,1132,-8,15,1147,1245,13,1320,1258,-22,100,58,400
2019-06-01,AS,129,AS,N277AK,129,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",2015,2015,0,33,2048,2321,7,2335,2328,-7,380,333,2475
2019-09-01,AS,3303,OO,N195SY,3303,15376,TUS,"Tucson, AZ",14831,SJC,"San Jose, CA",650,637,-13,9,646,823,6,910,829,-41,140,97,722
2019-01-01,AS,3328,OO,N189SY,3328,14831,SJC,"San Jose, CA",11259,DAL,"Dallas, TX",1635,1632,-3,10,1642,2148,6,2203,2154,-9,208,186,1450
2019-05-01,AS,7,AS,N440AS,7,12478,JFK,"New York, NY",14747,SEA,"Seattle, WA",700,653,-7,16,709,927,27,1020,954,-26,380,318,2422
2019-09-01,AS,3304,OO,N185SY,3304,14831,SJC,"San Jose, CA",15376,TUS,"Tucson, AZ",1730,1730,0,16,1746,1932,5,1935,1937,2,125,106,722
2019-04-01,AS,2037,QX,N624QX,2037,11884,GEG,"Spokane, WA",14057,PDX,"Portland, OR",620,614,-6,10,624,719,11,740,730,-10,80,55,279
2019-05-01,AS,1,AS,N520AS,1,11278,DCA,"Washington, DC",14747,SEA,"Seattle, WA",800,756,-4,35,831,1044,8,1100,1052,-8,360,313,2329
2019-09-01,AS,3306,OO,N177SY,3306,14057,PDX,"Portland, OR",14869,SLC,"Salt Lake City, UT",1600,1550,-10,11,1601,1829,10,1840,1839,-1,100,88,630
2019-07-01,AS,3300,OO,N183SY,3300,14831,SJC,"San Jose, CA",10423,AUS,"Austin, TX",955,948,-7,21,1009,1525,5,1540,1530,-10,225,196,1476
2019-03-01,AS,35,AS,N548AS,35,11697,FLL,"Fort Lauderdale, FL",14747,SEA,"Seattle, WA",1810,1803,-7,16,1819,2147,9,2205,2156,-9,415,388,2717
2019-02-01,AS,3298,KS,N681PA,3298,10299,ANC,"Anchorage, AK",11445,DUT,"Unalaska, AK",945,941,-4,16,957,1219,2,1200,1221,21,135,142,792
2019-04-01,AS,2039,QX,N646QX,2039,11259,DAL,"Dallas, TX",14747,SEA,"Seattle, WA",1410,1405,-5,17,1422,1635,4,1650,1639,-11,280,253,1670
2019-10-01,AS,3344,OO,N403SY,3344,14679,SAN,"San Diego, CA",11259,DAL,"Dallas, TX",1445,1435,-10,29,1504,1944,3,1955,1947,-8,190,160,1182
2018-05-01,B6,16,B6,N980JB,16,14771,SFO,"San Francisco, CA",12478,JFK,"New York, NY",700,652,-8,19,711,1512,6,1538,1518,-20,338,301,2586
2018-08-01,B6,2890,B6,N663JB,2890,14843,SJU,"San Juan, PR",11618,EWR,"Newark, NJ",208,228,20,13,241,608,6,608,614,6,240,207,1608
2018-01-01,B6,4,B6,N965JB,4,14843,SJU,"San Juan, PR",12478,JFK,"New York, NY",1700,1725,25,23,1748,2031,14,2008,2045,37,248,223,1598
2018-05-01,B6,8,B6,N779JB,8,12889,LAS,"Las Vegas, NV",11697,FLL,"Fort Lauderdale, FL",2356,2348,-8,10,2358,712,6,734,718,-16,278,254,2173
2018-04-01,B6,7,B6,N763JB,7,11697,FLL,"Fort Lauderdale, FL",12889,LAS,"Las Vegas, NV",2031,2016,-15,16,2032,2230,6,2306,2236,-30,335,298,2173
2018-06-01,B6,1184,B6,N970JB,1184,13204,MCO,"Orlando, FL",12478,JFK,"New York, NY",1951,2110,79,13,2123,2337,11,2236,2348,72,165,134,944
2018-10-01,B6,42,B6,N796JB,42,12954,LGB,"Long Beach, CA",14570,RNO,"Reno, NV",1138,1150,12,13,1203,1303,4,1300,1307,7,82,60,402
2018-09-01,B6,8,B6,N638JB,8,12889,LAS,"Las Vegas, NV",11697,FLL,"Fort Lauderdale, FL",2150,2209,19,14,2223,542,7,548,549,1,298,259,2173
2018-09-01,B6,54,B6,N956JB,54,14027,PBI,"West Palm Beach/Palm Beach, FL",12478,JFK,"New York, NY",715,719,4,19,738,954,6,958,1000,2,163,136,1028
2018-01-01,B6,1,B6,N954JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1055,1127,32,43,1210,1511,8,1405,1519,74,190,181,1069
2018-07-01,B6,136,B6,N615JB,136,14107,PHX,"Phoenix, AZ",12478,JFK,"New York, NY",2243,2238,-5,11,2249,606,5,629,611,-18,286,257,2153
2018-10-01,B6,43,B6,N796JB,43,14570,RNO,"Reno, NV",12954,LGB,"Long Beach, CA",1341,1354,13,8,1402,1509,3,1505,1512,7,84,67,402
2018-06-01,B6,1186,B6,N203JB,1186,14492,RDU,"Raleigh/Durham, NC",12478,JFK,"New York, NY",2027,2211,104,24,2235,2346,9,2211,2355,104,104,71,427
2018-12-01,B6,2136,B6,N547JB,2136,12954,LGB,"Long Beach, CA",14771,SFO,"San Francisco, CA",1355,1346,-9,10,1356,1502,15,1524,1517,-7,89,66,354
2018-09-01,B6,7,B6,N638JB,7,11697,FLL,"Fort Lauderdale, FL",12889,LAS,"Las Vegas, NV",1850,1906,16,19,1925,2105,7,2100,2112,12,310,280,2173
2018-04-01,B6,105,B6,N324JB,105,12478,JFK,"New York, NY",13930,ORD,"Chicago, IL",1632,1713,41,26,1739,1853,15,1826,1908,42,174,134,740
2018-02-01,B6,22,B6,N603JB,22,14027,PBI,"West Palm Beach/Palm Beach, FL",10721,BOS,"Boston, MA",2053,2052,-1,16,2108,2339,9,2349,2348,-1,176,151,1197
2018-01-01,B6,34,B6,N368JB,34,12478,JFK,"New York, NY",10785,BTV,"Burlington, VT",1255,1304,9,35,1339,1427,10,1408,1437,29,73,48,266
2018-11-01,B6,1280,B6,N192JB,1280,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",510,500,-10,14,514,555,3,611,558,-13,61,41,200
2018-02-01,B6,1,B6,N952JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1000,1004,4,19,1023,1258,4,1315,1302,-13,195,155,1069
2018-09-01,B6,1,B6,N905JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1058,1114,16,20,1134,1351,5,1407,1356,-11,189,137,1069
2018-12-01,B6,2115,B6,N348JB,2115,11278,DCA,"Washington, DC",12451,JAX,"Jacksonville, FL",1358,1344,-14,11,1355,1539,6,1600,1545,-15,122,104,634
2018-06-01,B6,1185,B6,N203JB,1185,12478,JFK,"New York, NY",14492,RDU,"Raleigh/Durham, NC",1752,1759,7,19,1818,1940,4,1952,1944,-8,120,82,427
2018-04-01,B6,5,B6,N661JB,5,11618,EWR,"Newark, NJ",11697,FLL,"Fort Lauderdale, FL",800,1439,399,19,1458,1726,7,1058,1733,395,178,148,1065
2018-07-01,B6,144,B6,N355JB,144,10994,CHS,"Charleston, SC",11278,DCA,"Washington, DC",545,542,-3,10,552,657,4,709,701,-8,84,65,444
2018-02-01,B6,20,B6,N984JB,20,14679,SAN,"San Diego, CA",10721,BOS,"Boston, MA",2130,2116,-14,12,2128,503,17,546,520,-26,316,275,2588
2018-08-01,B6,2820,B6,N989JB,2820,14679,SAN,"San Diego, CA",10721,BOS,"Boston, MA",1134,1131,-3,23,1154,1959,18,2011,2017,6,337,305,2588
2018-07-01,B6,221,B6,N507JB,221,10721,BOS,"Boston, MA",14027,PBI,"West Palm Beach/Palm Beach, FL",2159,2221,22,20,2241,112,3,110,115,5,191,151,1197
2018-12-01,B6,2625,B6,N355JB,2625,14492,RDU,"Raleigh/Durham, NC",11697,FLL,"Fort Lauderdale, FL",1650,1649,-1,14,1703,1842,4,1850,1846,-4,120,99,680
2018-02-01,B6,19,B6,N984JB,19,10721,BOS,"Boston, MA",14679,SAN,"San Diego, CA",1635,1633,-2,19,1652,1951,2,2010,1953,-17,395,359,2588
2018-04-01,B6,6,B6,N583JB,6,11697,FLL,"Fort Lauderdale, FL",11618,EWR,"Newark, NJ",1853,1907,14,22,1929,2151,9,2155,2200,5,182,142,1065
2018-12-01,B6,2127,B6,N304JB,2127,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",1019,1134,75,18,1152,1258,4,1149,1302,73,90,66,369
2018-11-01,B6,1210,B6,N358JB,1210,12451,JAX,"Jacksonville, FL",10721,BOS,"Boston, MA",1205,1153,-12,13,1206,1405,5,1435,1410,-25,150,119,1010
2018-05-01,B6,14,B6,N559JB,14,12954,LGB,"Long Beach, CA",12478,JFK,"New York, NY",2057,2053,-4,10,2103,449,5,513,454,-19,316,286,2465
2018-06-01,B6,1183,B6,N970JB,1183,12478,JFK,"New York, NY",13204,MCO,"Orlando, FL",1540,1557,17,34,1631,1841,10,1851,1851,0,191,130,944
2018-07-01,B6,135,B6,N708JB,135,12478,JFK,"New York, NY",14107,PHX,"Phoenix, AZ",2023,2020,-3,50,2110,2252,3,2303,2255,-8,340,282,2153
2018-12-01,B6,2116,B6,N348JB,2116,12451,JAX,"Jacksonville, FL",11278,DCA,"Washington, DC",1044,1035,-9,14,1049,1209,3,1228,1212,-16,104,80,634
2018-11-01,B6,532,B6,N613JB,532,12954,LGB,"Long Beach, CA",14869,SLC,"Salt Lake City, UT",1536,1525,-11,10,1535,1807,2,1818,1809,-9,102,92,588
2018-02-01,B6,21,B6,N768JB,21,10721,BOS,"Boston, MA",14027,PBI,"West Palm Beach/Palm Beach, FL",1133,1124,-9,16,1140,1440,3,1500,1443,-17,207,180,1197
2018-01-01,B6,5,B6,N520JB,5,11618,EWR,"Newark, NJ",11697,FLL,"Fort Lauderdale, FL",725,720,-5,11,731,1022,10,1030,1032,2,185,171,1065
2018-08-01,B6,2911,B6,N633JB,2911,12478,JFK,"New York, NY",12889,LAS,"Las Vegas, NV",1229,1247,18,17,1304,1454,7,1504,1501,-3,335,290,2248
2018-09-01,B6,14,B6,N580JB,14,12954,LGB,"Long Beach, CA",12478,JFK,"New York, NY",2046,2129,43,16,2145,545,7,505,552,47,319,300,2465
2018-05-01,B6,1,B6,N952JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1011,1012,1,20,1032,1254,8,1319,1302,-17,188,142,1069
2018-06-01,B6,1189,B6,N355JB,1189,10721,BOS,"Boston, MA",11278,DCA,"Washington, DC",1800,1815,15,29,1844,1951,10,1944,2001,17,104,67,399
2018-11-01,B6,531,B6,N613JB,531,14869,SLC,"Salt Lake City, UT",12954,LGB,"Long Beach, CA",1900,1851,-9,13,1904,1920,3,1950,1923,-27,110,76,588
2018-08-01,B6,430,B6,N793JB,430,14893,SMF,"Sacramento, CA",10721,BOS,"Boston, MA",2157,2155,-2,10,2205,604,4,620,608,-12,323,299,2636
2018-10-01,B6,102,B6,N318JB,102,12478,JFK,"New York, NY",10792,BUF,"Buffalo, NY",1850,1849,-1,29,1918,2014,3,2027,2017,-10,97,56,301
2018-08-01,B6,2889,B6,N663JB,2889,11618,EWR,"Newark, NJ",14843,SJU,"San Juan, PR",2100,2335,155,34,9,341,9,58,350,172,238,212,1608
2018-01-01,B6,3,B6,N965JB,3,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",1110,1138,28,28,1206,1626,4,1558,1630,32,228,200,1598
2018-04-01,B6,1,B6,N958JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1011,1008,-3,15,1023,1253,4,1319,1257,-22,188,150,1069
2018-11-01,B6,530,B6,N653JB,530,14679,SAN,"San Diego, CA",11697,FLL,"Fort Lauderdale, FL",2035,2037,2,20,2057,415,6,420,421,1,285,258,2269
2018-05-01,B6,15,B6,N947JB,15,12478,JFK,"New York, NY",14771,SFO,"San Francisco, CA",710,704,-6,23,727,1015,7,1049,1022,-27,399,348,2586
2019-04-01,B6,120,B6,N648JB,120,13204,MCO,"Orlando, FL",10257,ALB,"Albany, NY",1056,1154,58,12,1206,1415,3,1346,1418,32,170,129,1073
2019-06-01,B6,626,B6,N339JB,626,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",1105,1055,-10,16,1111,1210,4,1228,1214,-14,83,59,369
2019-04-01,B6,61,B6,N593JB,61,10721,BOS,"Boston, MA",14843,SJU,"San Juan, PR",2122,2121,-1,17,2138,110,5,119,115,-4,237,212,1674
2019-01-01,B6,33,B6,N317JB,33,10785,BTV,"Burlington, VT",12478,JFK,"New York, NY",1340,1426,46,9,1435,1527,5,1506,1532,26,86,52,266
2019-06-01,B6,624,B6,N969JT,624,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",1450,1444,-6,12,1456,2256,10,2322,2306,-16,332,300,2475
2019-11-01,B6,3,B6,N998JE,3,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",1529,1613,44,13,1626,1939,4,1922,1943,21,233,193,1598
2019-11-01,B6,1,B6,N789JB,1,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",800,804,4,25,829,1111,9,1107,1120,13,187,162,1069
2019-05-01,B6,812,B6,N590JB,812,11697,FLL,"Fort Lauderdale, FL",11618,EWR,"Newark, NJ",1054,1048,-6,11,1059,1325,5,1358,1330,-28,184,146,1065
2019-05-01,B6,865,B6,N975JT,865,10721,BOS,"Boston, MA",14635,RSW,"Fort Myers, FL",950,954,4,26,1020,1320,8,1318,1328,10,208,180,1249
2019-12-01,B6,119,B6,N805JB,119,10257,ALB,"Albany, NY",13204,MCO,"Orlando, FL",1438,1652,134,40,1732,2020,6,1748,2026,158,190,168,1073
2019-02-01,B6,6,B6,N523JB,6,11697,FLL,"Fort Lauderdale, FL",11618,EWR,"Newark, NJ",1439,1507,28,42,1549,1819,9,1744,1828,44,185,150,1065
2019-08-01,B6,80,B6,N828JB,80,14570,RNO,"Reno, NV",12478,JFK,"New York, NY",2343,2340,-3,10,2350,729,12,801,741,-20,318,279,2411
2019-08-01,B6,81,B6,N828JB,81,12478,JFK,"New York, NY",14570,RNO,"Reno, NV",1853,1846,-7,51,1937,2152,4,2221,2156,-25,388,315,2411
2019-02-01,B6,3,B6,N590JB,3,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",1530,1529,-1,22,1551,2004,6,2027,2010,-17,237,193,1598
2019-10-01,B6,311,B6,N178JB,311,10721,BOS,"Boston, MA",13930,ORD,"Chicago, IL",908,941,33,14,955,1110,13,1103,1123,20,175,135,867
2019-11-01,B6,4,B6,N998JE,4,14843,SJU,"San Juan, PR",12478,JFK,"New York, NY",2022,2047,25,9,2056,20,12,16,32,16,234,204,1598
2019-05-01,B6,866,B6,N570JB,866,14635,RSW,"Fort Myers, FL",10721,BOS,"Boston, MA",545,545,0,17,602,843,5,851,848,-3,186,161,1249
2019-02-01,B6,98,B6,N970JB,98,11292,DEN,"Denver, CO",12478,JFK,"New York, NY",2359,2349,-10,12,1,516,5,540,521,-19,221,195,1626
2019-06-01,B6,620,B6,N929JB,620,14679,SAN,"San Diego, CA",10721,BOS,"Boston, MA",1449,1501,12,18,1519,2315,5,2324,2320,-4,335,296,2588
2019-07-01,B6,62,B6,N597JB,62,14027,PBI,"West Palm Beach/Palm Beach, FL",12953,LGA,"New York, NY",946,944,-2,14,958,1218,7,1230,1225,-5,164,140,1035
2019-02-01,B6,97,B6,N970JB,97,12478,JFK,"New York, NY",11292,DEN,"Denver, CO",2002,2028,26,13,2041,2219,7,2249,2226,-23,287,218,1626
2019-01-01,B6,400,B6,N634JB,400,13495,MSY,"New Orleans, LA",10721,BOS,"Boston, MA",1437,1434,-3,8,1442,1813,3,1837,1816,-21,180,151,1368
2019-10-01,B6,2517,B6,N178JB,2517,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1545,1603,18,19,1622,1706,7,1715,1713,-2,90,44,187
2019-05-01,B6,871,B6,N524JB,871,12478,JFK,"New York, NY",14869,SLC,"Salt Lake City, UT",1100,1306,126,13,1319,1605,4,1426,1609,103,326,286,1990
2019-10-01,B6,2010,B6,N178JB,2010,12451,JAX,"Jacksonville, FL",10721,BOS,"Boston, MA",600,551,-9,13,604,835,8,833,843,10,153,151,1010
2019-02-01,B6,4,B6,N586JB,4,14843,SJU,"San Juan, PR",12478,JFK,"New York, NY",2126,2118,-8,11,2129,14,6,21,20,-1,235,225,1598
2019-08-01,B6,520,B6,N526JL,520,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",1012,1022,10,16,1038,1220,5,1231,1225,-6,139,102,760
2019-01-01,B6,398,B6,N708JB,398,13204,MCO,"Orlando, FL",12953,LGA,"New York, NY",1222,1214,-8,15,1229,1502,6,1457,1508,11,155,153,950
2019-11-01,B6,2,B6,N806JB,2,11697,FLL,"Fort Lauderdale, FL",12478,JFK,"New York, NY",1800,1811,11,17,1828,2042,7,2052,2049,-3,172,134,1069
2019-05-01,B6,872,B6,N524JB,872,14869,SLC,"Salt Lake City, UT",12478,JFK,"New York, NY",1516,1706,110,11,1717,2302,10,2149,2312,83,273,225,1990
2019-08-01,B6,2,B6,N608JB,2,11697,FLL,"Fort Lauderdale, FL",12478,JFK,"New York, NY",1755,1927,92,26,1953,2222,8,2109,2230,81,194,149,1069
2019-06-01,B6,623,B6,N981JT,623,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1445,1439,-6,14,1453,1736,6,1800,1742,-18,375,343,2475
2019-10-01,B6,2618,B6,N183JB,2618,11697,FLL,"Fort Lauderdale, FL",12451,JAX,"Jacksonville, FL",2209,2154,-15,16,2210,2301,4,2321,2305,-16,72,51,319
2019-01-01,B6,2,B6,N974JB,2,11697,FLL,"Fort Lauderdale, FL",12478,JFK,"New York, NY",1831,2023,112,19,2042,2304,6,2124,2310,106,173,142,1069
2019-04-01,B6,62,B6,N552JB,62,14027,PBI,"West Palm Beach/Palm Beach, FL",12953,LGA,"New York, NY",945,1123,98,22,1145,1359,4,1232,1403,91,167,134,1035
2019-08-01,B6,1807,B6,N645JB,1807,10721,BOS,"Boston, MA",10693,BNA,"Nashville, TN",723,737,14,18,755,902,7,910,909,-1,167,127,942
2019-04-01,B6,63,B6,N942JB,63,12478,JFK,"New York, NY",14747,SEA,"Seattle, WA",822,856,34,32,928,1227,7,1152,1234,42,390,359,2422
2019-01-01,B6,3,B6,N959JB,3,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",1459,1457,-2,19,1516,1921,8,1957,1929,-28,238,185,1598
2019-04-01,B6,65,B6,N659JB,65,12478,JFK,"New York, NY",10140,ABQ,"Albuquerque, NM",1945,1956,11,22,2018,2231,11,2304,2242,-22,319,253,1826
2019-06-01,B6,629,B6,N997JL,629,13204,MCO,"Orlando, FL",10732,BQN,"Aguadilla, PR",2316,26,70,13,39,246,4,157,250,53,161,127,1129
2019-07-01,B6,2,B6,N523JB,2,11697,FLL,"Fort Lauderdale, FL",12478,JFK,"New York, NY",1755,2126,211,31,2157,20,11,2109,31,202,194,143,1069
2019-10-01,B6,312,B6,N178JB,312,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",1138,1212,34,12,1224,1510,6,1506,1516,10,148,106,867
2018-12-01,DL,5868,YX,N210JQ,5868,12953,LGA,"New York, NY",10994,CHS,"Charleston, SC",915,918,3,17,935,1114,5,1152,1119,-33,157,99,641
2018-02-01,DL,3463,9E,N8908D,3463,11953,GNV,"Gainesville, FL",10397,ATL,"Atlanta, GA",720,711,-9,18,729,823,8,844,831,-13,84,54,300
2018-09-01,DL,48,DL,N371NB,48,13303,MIA,"Miami, FL",12478,JFK,"New York, NY",1528,1530,2,15,1545,1809,21,1835,1830,-5,187,144,1089
2018-04-01,DL,3294,9E,N132EV,3294,11433,DTW,"Detroit, MI",14576,ROC,"Rochester, NY",2212,2207,-5,16,2223,2309,6,2328,2315,-13,76,46,296
2018-11-01,DL,5054,9E,N304PQ,5054,11423,DSM,"Des Moines, IA",13487,MSP,"Minneapolis, MN",1727,1723,-4,11,1734,1822,12,1849,1834,-15,82,48,232
2018-10-01,DL,5042,9E,N934XJ,5042,15412,TYS,"Knoxville, TN",13487,MSP,"Minneapolis, MN",745,744,-1,12,756,903,8,918,911,-7,153,127,792
2018-10-01,DL,5549,9E,N296PQ,5549,10721,BOS,"Boston, MA",10994,CHS,"Charleston, SC",1050,1050,0,17,1107,1259,4,1324,1303,-21,154,112,818
2018-09-01,DL,10,DL,N911DA,10,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",1356,1351,-5,8,1359,1624,3,1651,1627,-24,115,85,680
2018-11-01,DL,5056,9E,N8908D,5056,10397,ATL,"Atlanta, GA",11150,CSG,"Columbus, GA",1030,1027,-3,16,1043,1105,1,1120,1106,-14,50,22,83
2018-01-01,DL,3513,9E,N316PQ,3513,10397,ATL,"Atlanta, GA",11995,GSO,"Greensboro/High Point, NC",1500,1456,-4,20,1516,1604,2,1618,1606,-12,78,48,306
2018-05-01,DL,5545,EV,N713EV,5545,12945,LEX,"Lexington, KY",10397,ATL,"Atlanta, GA",1005,1001,-4,12,1013,1116,5,1129,1121,-8,84,63,304
2018-05-01,DL,5781,OO,N814SK,4864,14869,SLC,"Salt Lake City, UT",12954,LGB,"Long Beach, CA",835,835,0,19,854,943,3,938,946,8,123,109,588
2018-01-01,DL,3468,9E,N292PQ,3468,15380,TVC,"Traverse City, MI",11433,DTW,"Detroit, MI",615,611,-4,26,637,712,9,738,721,-17,83,35,207
2018-09-01,DL,4,DL,N178DN,4,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",915,910,-5,32,942,1739,9,1756,1748,-8,341,297,2475
2018-07-01,DL,5868,YX,N810MD,5868,12953,LGA,"New York, NY",14492,RDU,"Raleigh/Durham, NC",1230,1219,-11,19,1238,1343,8,1430,1351,-39,120,65,431
2018-11-01,DL,5056,9E,N8908D,5056,11150,CSG,"Columbus, GA",10397,ATL,"Atlanta, GA",1145,1145,0,11,1156,1219,11,1240,1230,-10,55,23,83
2018-06-01,DL,3455,9E,N834AY,3455,10581,BGR,"Bangor, ME",12953,LGA,"New York, NY",1635,1630,-5,27,1657,1806,15,1821,1821,NULL,106,69,378
2018-08-01,DL,5551,EV,N723EV,5551,13367,MLI,"Moline, IL",10397,ATL,"Atlanta, GA",1725,1727,2,13,1740,2016,9,2024,2025,1,119,96,633
2018-06-01,DL,3454,9E,N310PQ,3454,10693,BNA,"Nashville, TN",12478,JFK,"New York, NY",1047,1042,-5,35,1117,1416,6,1408,1422,14,141,119,765
2018-05-01,DL,5547,EV,N709EV,5547,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",1404,1359,-5,49,1448,1552,4,1549,1556,7,105,64,419
2018-06-01,DL,3453,9E,N901XJ,3453,12953,LGA,"New York, NY",13342,MKE,"Milwaukee, WI",920,1137,137,29,1206,1251,2,1104,1253,109,164,105,738
2018-09-01,DL,7,DL,N388DA,7,14869,SLC,"Salt Lake City, UT",12892,LAX,"Los Angeles, CA",836,833,-3,12,845,909,10,940,919,-21,124,84,590
