fl_date,mkt_unique_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,crs_elapsed_time,air_time,distance
2019-11-01,F9,635,F9,N216FR,635,15370,TUL,"Tulsa, OK",11292,DEN,"Denver, CO",1530,1528,-2,19,1547,1624,12,1621,1636,15,111,97,541
2019-06-01,F9,883,F9,N220FR,883,15356,TTN,"Trenton, NJ",11057,CLT,"Charlotte, NC",1144,1152,8,14,1206,1320,10,1333,1330,-3,109,74,484
2019-02-01,F9,2534,F9,N201FR,2534,15304,TPA,"Tampa, FL",14307,PVD,"Providence, RI",1449,1444,-5,14,1458,1720,7,1747,1727,-20,178,142,1136
2019-03-01,F9,1906,F9,N312FR,1906,14908,SNA,"Santa Ana, CA",10423,AUS,"Austin, TX",1014,1015,1,18,1033,1442,6,1513,1448,-25,179,129,1209
2019-03-01,F9,243,F9,N230FR,243,12266,IAH,"Houston, TX",11292,DEN,"Denver, CO",515,519,4,11,530,651,15,657,706,9,162,141,862
2019-01-01,F9,1222,F9,N205FR,1222,15304,TPA,"Tampa, FL",15356,TTN,"Trenton, NJ",1539,1609,30,14,1623,1820,5,1815,1825,10,156,117,955
2019-11-01,F9,776,F9,N205FR,776,12889,LAS,"Las Vegas, NV",11292,DEN,"Denver, CO",1715,1934,139,23,1957,2238,13,2016,2251,155,121,101,628
2019-01-01,F9,1221,F9,N205FR,1221,15356,TTN,"Trenton, NJ",15304,TPA,"Tampa, FL",1200,1200,0,15,1215,1444,26,1449,1510,21,169,149,955
2019-03-01,F9,267,F9,N312FR,267,11292,DEN,"Denver, CO",14908,SNA,"Santa Ana, CA",755,756,1,16,812,926,6,924,932,8,149,134,846
2019-10-01,F9,647,F9,N205FR,647,12953,LGA,"New York, NY",11193,CVG,"Cincinnati, OH",915,1037,82,18,1055,1221,8,1149,1229,40,154,86,585
2019-04-01,F9,2823,F9,N201FR,2823,11109,COS,"Colorado Springs, CO",14107,PHX,"Phoenix, AZ",1312,1306,-6,15,1321,1344,6,1414,1350,-24,122,83,551
2019-11-01,F9,646,F9,N202FR,646,11292,DEN,"Denver, CO",11193,CVG,"Cincinnati, OH",1426,1451,25,12,1503,1904,7,1900,1911,11,154,121,1069
2019-09-01,F9,2098,F9,N230FR,2098,12889,LAS,"Las Vegas, NV",15304,TPA,"Tampa, FL",2125,2121,-4,10,2131,424,5,455,429,-26,270,233,1984
2019-05-01,F9,811,F9,N211FR,811,15356,TTN,"Trenton, NJ",11697,FLL,"Fort Lauderdale, FL",1109,1111,2,12,1123,1341,21,1352,1402,10,163,138,1026
2019-10-01,F9,269,F9,N205FR,269,11292,DEN,"Denver, CO",14908,SNA,"Santa Ana, CA",1733,1723,-10,10,1733,1845,6,1902,1851,-11,149,132,846
2019-05-01,F9,418,F9,N210FR,418,11292,DEN,"Denver, CO",10397,ATL,"Atlanta, GA",1949,1947,-2,16,2003,22,6,50,28,-22,181,139,1199
2018-08-01,G4,1206,G4,222NV,1206,10431,AVL,"Asheville, NC",14082,PGD,"Punta Gorda, FL",700,651,-9,9,700,826,7,841,833,-8,101,86,588
2018-02-01,G4,773,G4,246NV,773,11823,FWA,"Fort Wayne, IN",14761,SFB,"Sanford, FL",1038,1032,-6,9,1041,1241,6,1255,1247,-8,137,120,870
2018-04-01,G4,703,G4,217NV,703,10980,CHA,"Chattanooga, TN",14761,SFB,"Sanford, FL",1525,1838,193,10,1848,1957,7,1655,2004,189,90,69,490
2018-10-01,G4,1803,G4,272NV,1803,10994,CHS,"Charleston, SC",12339,IND,"Indianapolis, IN",2055,2047,-8,12,2059,2219,6,2241,2225,-16,106,80,585
2018-08-01,G4,168,G4,217NV,168,10466,AZA,"Phoenix, AZ",13367,MLI,"Moline, IL",610,600,-10,11,611,1058,5,1105,1103,-2,175,167,1288
2018-07-01,G4,1730,G4,216NV,1730,11697,FLL,"Fort Lauderdale, FL",15412,TYS,"Knoxville, TN",1213,1202,-11,14,1216,1354,4,1410,1358,-12,117,98,708
2018-09-01,G4,1301,G4,262NV,1301,14761,SFB,"Sanford, FL",11193,CVG,"Cincinnati, OH",1508,1501,-7,9,1510,1650,9,1713,1659,-14,125,100,735
2018-05-01,G4,144,G4,215NV,144,10466,AZA,"Phoenix, AZ",10620,BIL,"Billings, MT",1415,1402,-13,9,1411,1700,4,1730,1704,-26,135,109,878
2018-11-01,G4,2134,G4,414NV,2134,14761,SFB,"Sanford, FL",11637,FAR,"Fargo, ND",815,815,0,19,834,1039,7,1105,1046,-19,230,185,1508
2018-11-01,G4,2173,G4,417NV,2173,14259,PSM,"Portsmouth, NH",14761,SFB,"Sanford, FL",1929,1913,-16,9,1922,2159,7,2241,2206,-35,192,157,1144
2018-08-01,G4,828,G4,272NV,828,14112,PIE,"St. Petersburg, FL",11996,GSP,"Greer, SC",1919,1950,31,9,1959,2109,5,2050,2114,24,91,70,482
2018-12-01,G4,1661,G4,262NV,1661,11823,FWA,"Fort Wayne, IN",14082,PGD,"Punta Gorda, FL",1850,1836,-14,14,1850,2114,7,2120,2121,1,150,144,986
2018-01-01,G4,895,G4,219NV,895,12265,IAG,"Niagara Falls, NY",14112,PIE,"St. Petersburg, FL",1158,1158,0,21,1219,1453,6,1450,1459,9,172,154,1069
2018-11-01,G4,181,G4,332NV,181,10423,AUS,"Austin, TX",10140,ABQ,"Albuquerque, NM",1447,1450,3,18,1508,1544,5,1537,1549,12,110,96,619
2018-10-01,G4,169,G4,301NV,169,11603,EUG,"Eugene, OR",12889,LAS,"Las Vegas, NV",2008,2004,-4,9,2013,2152,9,2205,2201,-4,117,99,700
2018-06-01,G4,1712,G4,216NV,1712,11697,FLL,"Fort Lauderdale, FL",11996,GSP,"Greer, SC",600,554,-6,12,606,730,6,750,736,-14,110,84,620
2018-04-01,G4,1247,G4,223NV,1247,14783,SGF,"Springfield, MO",14112,PIE,"St. Petersburg, FL",1728,1821,53,28,1849,2131,6,2036,2137,61,128,102,895
2018-06-01,G4,1713,G4,216NV,1713,11996,GSP,"Greer, SC",11697,FLL,"Fort Lauderdale, FL",835,825,-10,12,837,1004,4,1023,1008,-15,108,87,620
2018-12-01,G4,1304,G4,251NV,1304,11193,CVG,"Cincinnati, OH",14082,PGD,"Punta Gorda, FL",1745,1743,-2,8,1751,1947,7,2001,1954,-7,136,116,850
2018-08-01,G4,299,G4,217NV,299,13796,OAK,"Oakland, CA",10466,AZA,"Phoenix, AZ",1630,1623,-7,11,1634,1812,4,1821,1816,-5,111,98,668
2018-12-01,G4,1658,G4,258NV,1658,14082,PGD,"Punta Gorda, FL",14696,SBN,"South Bend, IN",1513,1519,6,12,1531,1740,9,1754,1749,-5,161,129,1049
2018-07-01,G4,1704,G4,216NV,1704,11697,FLL,"Fort Lauderdale, FL",13244,MEM,"Memphis, TN",1744,1740,-4,11,1751,1848,9,1908,1857,-11,144,117,851
2018-03-01,G4,894,G4,219NV,894,14112,PIE,"St. Petersburg, FL",12265,IAG,"Niagara Falls, NY",800,758,-2,12,810,1031,9,1049,1040,-9,169,141,1069
2018-03-01,G4,1610,G4,226NV,1610,14082,PGD,"Punta Gorda, FL",14730,SDF,"Louisville, KY",1603,1545,-18,14,1559,1756,4,1814,1800,-14,131,117,806
2018-04-01,G4,184,G4,301NV,184,10466,AZA,"Phoenix, AZ",11603,EUG,"Eugene, OR",740,733,-7,11,744,954,7,1022,1001,-21,162,130,971
2018-11-01,G4,74,G4,332NV,74,12889,LAS,"Las Vegas, NV",10140,ABQ,"Albuquerque, NM",810,801,-9,24,825,1033,4,1036,1037,1,86,68,486
2018-10-01,G4,334,G4,313NV,334,12892,LAX,"Los Angeles, CA",15370,TUL,"Tulsa, OK",700,655,-5,19,714,1147,4,1203,1151,-12,183,153,1283
2018-02-01,G4,815,G4,227NV,815,14492,RDU,"Raleigh/Durham, NC",14112,PIE,"St. Petersburg, FL",1622,1645,23,14,1659,1828,5,1819,1833,14,117,89,595
2018-07-01,G4,1691,G4,222NV,1691,12339,IND,"Indianapolis, IN",14082,PGD,"Punta Gorda, FL",730,740,10,13,753,953,4,950,957,7,140,120,916
2018-05-01,G4,183,G4,229NV,183,11986,GRR,"Grand Rapids, MI",10466,AZA,"Phoenix, AZ",1835,1826,-9,19,1845,1940,4,1933,1944,11,238,235,1561
2018-12-01,G4,1592,G4,253NV,1592,14082,PGD,"Punta Gorda, FL",13342,MKE,"Milwaukee, WI",1416,1420,4,12,1432,1556,7,1614,1603,-11,178,144,1154
2018-09-01,G4,2911,G4,414NV,2911,13230,MDT,"Harrisburg, PA",14761,SFB,"Sanford, FL",1115,1120,5,16,1136,1324,7,1335,1331,-4,140,108,827
2018-05-01,G4,182,G4,229NV,182,10466,AZA,"Phoenix, AZ",11986,GRR,"Grand Rapids, MI",1122,1118,-4,12,1130,1725,11,1750,1736,-14,208,175,1561
2018-02-01,G4,800,G4,219NV,800,14112,PIE,"St. Petersburg, FL",15295,TOL,"Toledo, OH",1534,1524,-10,16,1540,1747,6,1808,1753,-15,154,127,945
2018-10-01,G4,2115,G4,429NV,2115,12917,LCK,"Columbus, OH",14761,SFB,"Sanford, FL",1716,1718,2,10,1728,1910,4,1922,1914,-8,126,102,767
2018-01-01,G4,894,G4,219NV,894,14112,PIE,"St. Petersburg, FL",12265,IAG,"Niagara Falls, NY",830,830,0,9,839,1051,20,1113,1111,-2,163,132,1069
2018-03-01,G4,908,G4,219NV,908,14112,PIE,"St. Petersburg, FL",11721,FNT,"Flint, MI",1524,1555,31,12,1607,1823,7,1807,1830,23,163,136,1040
2018-02-01,G4,1646,G4,220NV,1646,14082,PGD,"Punta Gorda, FL",14259,PSM,"Portsmouth, NH",710,713,3,10,723,1006,5,1007,1011,4,177,163,1279
2018-07-01,G4,1731,G4,216NV,1731,15412,TYS,"Knoxville, TN",11697,FLL,"Fort Lauderdale, FL",1455,1455,0,11,1506,1640,7,1654,1647,-7,119,94,708
2018-01-01,G4,1202,G4,225NV,1202,10431,AVL,"Asheville, NC",14112,PIE,"St. Petersburg, FL",700,930,150,11,941,1108,5,839,1113,154,99,87,519
2018-08-01,G4,132,G4,220NV,132,10466,AZA,"Phoenix, AZ",14314,PVU,"Provo, UT",1311,1320,9,11,1331,1541,4,1539,1545,6,88,70,477
2018-11-01,G4,1309,G4,218NV,1309,12889,LAS,"Las Vegas, NV",11193,CVG,"Cincinnati, OH",1537,1547,10,11,1558,2231,9,2220,2240,20,223,213,1678
2018-09-01,G4,818,G4,231NV,818,14112,PIE,"St. Petersburg, FL",12544,USA,"Concord, NC",720,715,-5,10,725,841,5,858,846,-12,98,76,528
2018-02-01,G4,801,G4,219NV,801,15295,TOL,"Toledo, OH",14112,PIE,"St. Petersburg, FL",1853,1845,-8,10,1855,2105,4,2115,2109,-6,142,130,945
2018-09-01,G4,318,G4,335NV,318,12892,LAX,"Los Angeles, CA",14783,SGF,"Springfield, MO",700,645,-15,15,700,1142,5,1211,1147,-24,191,162,1423
2018-12-01,G4,1303,G4,261NV,1303,14112,PIE,"St. Petersburg, FL",11193,CVG,"Cincinnati, OH",1025,1021,-4,10,1031,1218,7,1235,1225,-10,130,107,776
2018-09-01,G4,1920,G4,225NV,1920,15624,VPS,"Valparaiso, FL",14108,PIA,"Peoria, IL",1707,1719,12,15,1734,1906,7,1907,1913,6,120,92,724
2018-06-01,G4,1867,G4,217NV,1867,15624,VPS,"Valparaiso, FL",12339,IND,"Indianapolis, IN",1333,1330,-3,15,1345,1617,5,1625,1622,-3,112,92,637
2018-03-01,G4,895,G4,219NV,895,12265,IAG,"Niagara Falls, NY",14112,PIE,"St. Petersburg, FL",1134,1134,0,23,1157,1429,5,1425,1434,9,171,152,1069
2018-04-01,G4,664,G4,217NV,664,14761,SFB,"Sanford, FL",11027,CKB,"Clarksburg/Fairmont, WV",1745,2056,191,12,2108,2251,7,1949,2258,189,124,103,727
2018-05-01,G4,818,G4,230NV,818,14112,PIE,"St. Petersburg, FL",12544,USA,"Concord, NC",947,937,-10,10,947,1106,5,1126,1111,-15,99,79,528
2018-06-01,G4,436,G4,225NV,436,12889,LAS,"Las Vegas, NV",14108,PIA,"Peoria, IL",725,723,-2,19,742,1219,4,1238,1223,-15,193,157,1413
2018-06-01,G4,1758,G4,216NV,1758,11697,FLL,"Fort Lauderdale, FL",13931,ORF,"Norfolk, VA",1113,1106,-7,19,1125,1310,4,1318,1314,-4,125,105,781
2018-05-01,G4,1202,G4,230NV,1202,10431,AVL,"Asheville, NC",14112,PIE,"St. Petersburg, FL",726,713,-13,10,723,842,6,902,848,-14,96,79,519
2018-01-01,G4,891,G4,218NV,891,11823,FWA,"Fort Wayne, IN",14112,PIE,"St. Petersburg, FL",1010,1540,330,10,1550,1758,8,1233,1806,333,143,128,912
2018-10-01,G4,1361,G4,250NV,1361,12892,LAX,"Los Angeles, CA",11193,CVG,"Cincinnati, OH",1017,1015,-2,13,1028,1706,7,1728,1713,-15,251,218,1900
2018-03-01,G4,833,G4,218NV,833,15412,TYS,"Knoxville, TN",14112,PIE,"St. Petersburg, FL",2020,2008,-12,7,2015,2128,7,2159,2135,-24,99,73,550
2018-01-01,G4,890,G4,218NV,890,14112,PIE,"St. Petersburg, FL",11823,FWA,"Fort Wayne, IN",700,650,-10,16,706,914,6,925,920,-5,145,128,912
2018-04-01,G4,1337,G4,248NV,1337,10423,AUS,"Austin, TX",11193,CVG,"Cincinnati, OH",1811,1808,-3,9,1817,2114,6,2138,2120,-18,147,117,958
2019-07-01,G4,867,G4,325NV,867,14112,PIE,"St. Petersburg, FL",14524,RIC,"Richmond, VA",1312,1304,-8,8,1312,1449,7,1512,1456,-16,120,97,731
2019-06-01,G4,2392,G4,251NV,2392,14108,PIA,"Peoria, IL",14761,SFB,"Sanford, FL",1523,1523,0,9,1532,1825,7,1842,1832,-10,139,113,949
2019-11-01,G4,336,G4,315NV,336,12892,LAX,"Los Angeles, CA",15370,TUL,"Tulsa, OK",1550,1544,-6,15,1559,2019,7,2049,2026,-23,179,140,1283
2019-10-01,G4,607,G4,257NV,607,10466,AZA,"Phoenix, AZ",12280,IDA,"Idaho Falls, ID",800,800,0,15,815,1032,7,1054,1039,-15,114,77,704
2019-01-01,G4,1657,G4,262NV,1657,12265,IAG,"Niagara Falls, NY",14082,PGD,"Punta Gorda, FL",1156,1213,17,15,1228,1507,7,1447,1514,27,171,159,1129
2019-09-01,G4,2316,G4,254NV,2316,14761,SFB,"Sanford, FL",10980,CHA,"Chattanooga, TN",1243,1236,-7,14,1250,1357,4,1421,1401,-20,98,67,490
2019-12-01,G4,2112,G4,314NV,2112,14761,SFB,"Sanford, FL",10581,BGR,"Bangor, ME",725,719,-6,10,729,1000,5,1025,1005,-20,180,151,1299
2019-02-01,G4,2149,G4,325NV,2149,13244,MEM,"Memphis, TN",14761,SFB,"Sanford, FL",1502,1458,-4,11,1509,1740,4,1751,1744,-7,109,91,671
2019-03-01,G4,355,G4,302NV,355,13244,MEM,"Memphis, TN",12892,LAX,"Los Angeles, CA",2101,2125,24,13,2138,2349,14,2319,3,44,258,251,1619
2019-08-01,G4,1919,G4,248NV,1919,14761,SFB,"Sanford, FL",11612,EVV,"Evansville, IN",1907,1911,4,15,1926,2003,7,2007,2010,3,120,97,734
2019-04-01,G4,897,G4,301NV,897,14730,SDF,"Louisville, KY",14112,PIE,"St. Petersburg, FL",2003,2002,-1,18,2020,2159,7,2204,2206,2,121,99,729
2019-10-01,G4,529,G4,257NV,529,10466,AZA,"Phoenix, AZ",14314,PVU,"Provo, UT",1322,1322,0,15,1337,1539,4,1551,1543,-8,89,62,477
2019-12-01,G4,1900,G4,312NV,1900,15624,VPS,"Valparaiso, FL",10676,BLV,"Belleville, IL",700,659,-1,12,711,838,5,843,843,0,103,87,587
2019-06-01,G4,546,G4,229NV,546,10466,AZA,"Phoenix, AZ",11637,FAR,"Fargo, ND",630,644,14,8,652,1116,6,1120,1122,2,170,144,1220
2019-05-01,G4,2124,G4,260NV,2124,14761,SFB,"Sanford, FL",10135,ABE,"Allentown/Bethlehem/Easton, PA",1712,1707,-5,14,1721,1917,5,1935,1922,-13,143,116,882
2019-08-01,G4,756,G4,309NV,756,10693,BNA,"Nashville, TN",14112,PIE,"St. Petersburg, FL",1312,1301,-11,12,1313,1541,95,1559,1716,77,107,88,612
2019-06-01,G4,2009,G4,222NV,2009,15096,SYR,"Syracuse, NY",14986,SRQ,"Sarasota/Bradenton, FL",1839,1822,-17,8,1830,2058,4,2131,2102,-29,172,148,1142
2019-07-01,G4,563,G4,221NV,563,14716,SCK,"Stockton, CA",10466,AZA,"Phoenix, AZ",2119,2139,20,15,2154,2320,7,2304,2327,23,105,86,625
2019-02-01,G4,2248,G4,310NV,2248,14761,SFB,"Sanford, FL",14696,SBN,"South Bend, IN",630,616,-14,13,629,847,4,900,851,-9,150,138,936
2019-09-01,G4,1618,G4,243NV,1618,14307,PVD,"Providence, RI",14082,PGD,"Punta Gorda, FL",1158,1313,75,6,1319,1558,4,1507,1602,55,189,159,1184
2019-01-01,G4,2175,G4,218NV,2175,11823,FWA,"Fort Wayne, IN",14761,SFB,"Sanford, FL",1849,1920,31,11,1931,2128,4,2105,2132,27,136,117,870
2019-05-01,G4,901,G4,232NV,901,10408,ATW,"Appleton, WI",14112,PIE,"St. Petersburg, FL",1642,1638,-4,8,1646,2015,7,2032,2022,-10,170,149,1173
2019-08-01,G4,92,G4,320NV,92,11540,ELP,"El Paso, TX",14679,SAN,"San Diego, CA",920,947,27,12,959,1023,6,1005,1029,24,105,84,636
2019-02-01,G4,712,G4,311NV,712,10666,BLI,"Bellingham, WA",12889,LAS,"Las Vegas, NV",830,823,-7,11,834,1053,6,1101,1059,-2,151,139,954
2019-10-01,G4,716,G4,314NV,716,11638,FAT,"Fresno, CA",12889,LAS,"Las Vegas, NV",1502,1458,-4,9,1507,1554,4,1612,1558,-14,70,47,259
2019-02-01,G4,121,G4,309NV,121,11638,FAT,"Fresno, CA",12889,LAS,"Las Vegas, NV",1706,1659,-7,7,1706,1800,6,1812,1806,-6,66,54,259
2019-03-01,G4,1800,G4,223NV,1800,12339,IND,"Indianapolis, IN",11697,FLL,"Fort Lauderdale, FL",1715,1713,-2,14,1727,1937,36,1953,2013,20,158,130,1005
2019-07-01,G4,1463,G4,326NV,1463,14122,PIT,"Pittsburgh, PA",12451,JAX,"Jacksonville, FL",630,629,-1,9,638,806,5,828,811,-17,118,88,694
2019-07-01,G4,1714,G4,235NV,1714,11996,GSP,"Greer, SC",11697,FLL,"Fort Lauderdale, FL",1402,1427,25,11,1438,1608,15,1550,1623,33,108,90,620
2019-12-01,G4,884,G4,215NV,884,14112,PIE,"St. Petersburg, FL",10676,BLV,"Belleville, IL",1327,1316,-11,31,1347,1454,5,1441,1459,18,134,127,841
2019-11-01,G4,1911,G4,218NV,1911,14112,PIE,"St. Petersburg, FL",10676,BLV,"Belleville, IL",1452,1444,-8,14,1458,1559,6,1608,1605,-3,136,121,841
2019-02-01,G4,555,G4,328NV,555,14716,SCK,"Stockton, CA",10466,AZA,"Phoenix, AZ",1850,1938,48,4,1942,2210,6,2132,2216,44,102,88,625
2019-03-01,G4,548,G4,261NV,548,10466,AZA,"Phoenix, AZ",14512,RFD,"Rockford, IL",720,709,-11,11,720,1048,7,1125,1055,-30,185,148,1373
2019-09-01,G4,414,G4,231NV,414,14761,SFB,"Sanford, FL",12339,IND,"Indianapolis, IN",1408,1421,13,11,1432,1626,14,1621,1640,19,133,114,807
2019-04-01,G4,2172,G4,221NV,2172,14761,SFB,"Sanford, FL",14259,PSM,"Portsmouth, NH",720,720,0,11,731,952,5,1009,957,-12,169,141,1144
2019-01-01,G4,2808,G4,225NV,2808,11193,CVG,"Cincinnati, OH",12889,LAS,"Las Vegas, NV",1200,1216,16,8,1224,1328,11,1303,1339,36,243,244,1678
2019-07-01,G4,129,G4,302NV,129,12889,LAS,"Las Vegas, NV",13486,MSO,"Missoula, MT",1051,1044,-7,14,1058,1336,7,1359,1343,-16,128,98,750
2019-09-01,G4,589,G4,253NV,589,12889,LAS,"Las Vegas, NV",10466,AZA,"Phoenix, AZ",1510,1532,22,13,1545,1635,7,1624,1642,18,74,50,276
2019-03-01,G4,1947,G4,320NV,1947,10821,BWI,"Baltimore, MD",15624,VPS,"Valparaiso, FL",1049,1042,-7,11,1053,1204,10,1205,1214,9,136,131,819
2019-11-01,G4,512,G4,279NV,512,10627,BIS,"Bismarck/Mandan, ND",10466,AZA,"Phoenix, AZ",2132,2140,8,9,2149,2203,4,2221,2207,-14,169,134,1092
2019-12-01,G4,36,G4,331NV,36,11638,FAT,"Fresno, CA",12889,LAS,"Las Vegas, NV",1521,1634,73,8,1642,1736,7,1625,1743,78,64,54,259
2019-06-01,G4,578,G4,218NV,578,10466,AZA,"Phoenix, AZ",11823,FWA,"Fort Wayne, IN",700,658,-2,13,711,1304,4,1323,1308,-15,203,173,1546
2019-04-01,G4,1825,G4,234NV,1825,11042,CLE,"Cleveland, OH",14685,SAV,"Savannah, GA",1740,1740,0,7,1747,1919,4,1928,1923,-5,108,92,641
2019-11-01,G4,182,G4,337NV,182,12889,LAS,"Las Vegas, NV",15370,TUL,"Tulsa, OK",1012,1010,-2,22,1032,1430,7,1445,1437,-8,153,118,1076
2019-05-01,G4,2183,G4,229NV,2183,11986,GRR,"Grand Rapids, MI",14761,SFB,"Sanford, FL",1811,1849,38,11,1900,2118,4,2041,2122,41,150,138,1001
2019-01-01,G4,2106,G4,256NV,2106,14761,SFB,"Sanford, FL",14730,SDF,"Louisville, KY",610,556,-14,11,607,742,7,806,749,-17,116,95,698
2019-04-01,G4,148,G4,337NV,148,12889,LAS,"Las Vegas, NV",14730,SDF,"Louisville, KY",1452,1445,-7,16,1501,2110,6,2122,2116,-6,210,189,1624
2019-04-01,G4,520,G4,259NV,520,10466,AZA,"Phoenix, AZ",10676,BLV,"Belleville, IL",810,810,0,15,825,1301,4,1256,1305,9,166,156,1272
2019-10-01,G4,429,G4,224NV,429,14761,SFB,"Sanford, FL",15412,TYS,"Knoxville, TN",1708,1659,-9,8,1707,1825,4,1840,1829,-11,92,78,511
2019-03-01,G4,105,G4,307NV,105,12339,IND,"Indianapolis, IN",12889,LAS,"Las Vegas, NV",1437,1430,-7,13,1443,1541,4,1541,1545,4,244,238,1590
2019-05-01,G4,547,G4,255NV,547,13871,OMA,"Omaha, NE",10466,AZA,"Phoenix, AZ",1315,1305,-10,10,1315,1338,7,1350,1345,-5,155,143,1026
2019-05-01,G4,1203,G4,253NV,1203,14112,PIE,"St. Petersburg, FL",10431,AVL,"Asheville, NC",1452,1442,-10,8,1450,1559,7,1623,1606,-17,91,69,519
2019-06-01,G4,1363,G4,274NV,1363,11193,CVG,"Cincinnati, OH",11697,FLL,"Fort Lauderdale, FL",959,959,0,9,1008,1206,6,1223,1212,-11,144,118,932
2019-08-01,G4,48,G4,322NV,48,12889,LAS,"Las Vegas, NV",13433,MOT,"Minot, ND",838,830,-8,16,846,1255,4,1319,1259,-20,161,129,1098
2019-08-01,G4,2359,G4,329NV,2359,14761,SFB,"Sanford, FL",11042,CLE,"Cleveland, OH",1828,1918,50,13,1931,2123,5,2044,2128,44,136,112,872
2019-12-01,G4,1688,G4,240NV,1688,14108,PIA,"Peoria, IL",14082,PGD,"Punta Gorda, FL",1935,1928,-7,8,1936,2234,7,2307,2241,-26,152,118,1045
2019-01-01,G4,133,G4,306NV,133,14716,SCK,"Stockton, CA",12889,LAS,"Las Vegas, NV",1516,1524,8,7,1531,1622,7,1629,1629,0,73,51,359
2019-11-01,G4,2206,G4,312NV,2206,13577,MYR,"Myrtle Beach, SC",10135,ABE,"Allentown/Bethlehem/Easton, PA",1712,1701,-11,19,1720,1840,4,1851,1844,-7,99,80,518
2019-10-01,G4,1711,G4,235NV,1711,10431,AVL,"Asheville, NC",11697,FLL,"Fort Lauderdale, FL",939,945,6,11,956,1128,6,1137,1134,-3,118,92,660
2018-01-01,HA,21,HA,N384HA,21,14747,SEA,"Seattle, WA",12173,HNL,"Honolulu, HI",845,845,0,11,856,1228,5,1310,1233,-37,385,332,2677
2018-06-01,HA,379,HA,N493HA,379,13830,OGG,"Kahului, HI",12982,LIH,"Lihue, HI",1648,1700,12,5,1705,1742,6,1735,1748,13,47,37,201
2018-01-01,HA,62,HA,N588HA,62,12758,KOA,"Kona, HI",12892,LAX,"Los Angeles, CA",1635,1634,-1,12,1646,2339,22,2355,1,6,320,293,2504
2018-04-01,HA,162,HA,N492HA,162,12173,HNL,"Honolulu, HI",12402,ITO,"Hilo, HI",1341,1337,-4,20,1357,1433,6,1437,1439,2,56,36,216
2018-12-01,HA,155,HA,N475HA,155,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",807,806,-1,6,812,837,5,846,842,-4,39,25,100
2018-08-01,HA,5,HA,N382HA,5,12889,LAS,"Las Vegas, NV",12173,HNL,"Honolulu, HI",1820,1835,15,13,1848,2140,7,2135,2147,12,375,352,2762
2018-05-01,HA,48,HA,N582HA,48,12173,HNL,"Honolulu, HI",13796,OAK,"Oakland, CA",1215,1224,9,17,1241,2022,5,2030,2027,-3,315,281,2409
2018-06-01,HA,376,HA,N483HA,376,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",1855,1849,-6,10,1859,1920,4,1934,1924,-10,39,21,100
2018-06-01,HA,621,EM,N805HC,621,12492,JHM,"Kapalua, HI",12173,HNL,"Honolulu, HI",830,822,-8,NULL,NULL,NULL,NULL,906,858,-8,36,NULL,84
2018-07-01,HA,503,HA,N486HA,503,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1605,1559,-6,12,1611,1632,6,1646,1638,-8,41,21,102
2018-08-01,HA,4,HA,N396HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2210,2211,1,16,2227,602,11,630,613,-17,320,275,2556
2018-07-01,HA,338,HA,N494HA,338,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",700,654,-6,11,705,733,5,747,738,-9,47,28,163
2018-12-01,HA,148,HA,N477HA,148,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1350,1345,-5,12,1357,1438,3,1440,1441,1,50,41,163
2018-04-01,HA,161,HA,N492HA,161,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1506,1503,-3,9,1512,1550,5,1601,1555,-6,55,38,216
2018-10-01,HA,152,HA,N491HA,152,13830,OGG,"Kahului, HI",12402,ITO,"Hilo, HI",1607,1555,-12,6,1601,1626,4,1646,1630,-16,39,25,121
2018-03-01,HA,363,HA,N495HA,363,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1750,1756,6,13,1809,1829,6,1830,1835,5,40,20,102
2018-02-01,HA,536,HA,N479HA,536,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",1535,1530,-5,15,1545,1606,6,1617,1612,-5,42,21,100
2018-12-01,HA,146,HA,N476HA,146,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",836,829,-7,9,838,900,6,916,906,-10,40,22,100
2018-11-01,HA,8,HA,N385HA,8,12173,HNL,"Honolulu, HI",12889,LAS,"Las Vegas, NV",2240,2241,1,17,2258,732,9,725,741,16,345,334,2762
2018-11-01,HA,394,HA,N476HA,394,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1356,1349,-7,13,1402,1423,9,1432,1432,0,36,21,102
2018-09-01,HA,1,HA,N392HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,657,-3,18,715,948,6,955,954,-1,355,333,2556
