"fl_date","mkt_unique_carrier","branded_code_share","mkt_carrier","mkt_carrier_fl_num","op_unique_carrier","tail_num","op_carrier_fl_num","origin_airport_id","origin","origin_city_name","dest_airport_id","dest","dest_city_name","crs_dep_time","dep_time","dep_delay","taxi_out","wheels_off","wheels_on","taxi_in","crs_arr_time","arr_time","arr_delay","cancelled","cancellation_code","diverted","dup","crs_elapsed_time","actual_elapsed_time","air_time","flights","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay","first_dep_time","total_add_gtime","longest_add_gtime","no_name"
"2019-12-01","B6","B6","B6",529,"B6","N618JB",529,11697,"FLL","Fort Lauderdale, FL",14679,"SAN","San Diego, CA",1730,1727,-3,26,1753,2125,3,2007,2128,NULL,0,NULL,1,"N",337,NULL,NULL,1,2269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-04-01","B6","B6","B6",120,"B6","N648JB",120,13204,"MCO","Orlando, FL",10257,"ALB","Albany, NY",1056,1154,58,12,1206,1415,3,1346,1418,32,0,NULL,0,"N",170,144,129,1,1073,7,0,0,0,25,NULL,NULL,NULL,NULL
"2019-06-01","B6","B6","B6",626,"B6","N339JB",626,10821,"BWI","Baltimore, MD",10721,"BOS","Boston, MA",1105,1055,-10,16,1111,1210,4,1228,1214,-14,0,NULL,0,"N",83,79,59,1,369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-01","B6","B6","B6",640,"B6","N183JB",640,11042,"CLE","Cleveland, OH",10721,"BOS","Boston, MA",1907,1901,-6,10,1911,2200,11,2051,2211,NULL,0,NULL,1,"N",104,NULL,NULL,1,563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-04-01","B6","B6","B6",61,"B6","N593JB",61,10721,"BOS","Boston, MA",14843,"SJU","San Juan, PR",2122,2121,-1,17,2138,110,5,119,115,-4,0,NULL,0,"N",237,234,212,1,1674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","B6","B6","B6",33,"B6","N317JB",33,10785,"BTV","Burlington, VT",12478,"JFK","New York, NY",1340,1426,46,9,1435,1527,5,1506,1532,26,0,NULL,0,"N",86,66,52,1,266,5,0,0,0,21,NULL,NULL,NULL,NULL
"2019-06-01","B6","B6","B6",624,"B6","N969JT",624,12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY",1450,1444,-6,12,1456,2256,10,2322,2306,-16,0,NULL,0,"N",332,322,300,1,2475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-11-01","B6","B6","B6",3,"B6","N998JE",3,12478,"JFK","New York, NY",14843,"SJU","San Juan, PR",1529,1613,44,13,1626,1939,4,1922,1943,21,0,NULL,0,"N",233,210,193,1,1598,1,0,0,0,20,NULL,NULL,NULL,NULL
"2019-11-01","B6","B6","B6",1,"B6","N789JB",1,12478,"JFK","New York, NY",11697,"FLL","Fort Lauderdale, FL",800,804,4,25,829,1111,9,1107,1120,13,0,NULL,0,"N",187,196,162,1,1069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-05-01","B6","B6","B6",812,"B6","N590JB",812,11697,"FLL","Fort Lauderdale, FL",11618,"EWR","Newark, NJ",1054,1048,-6,11,1059,1325,5,1358,1330,-28,0,NULL,0,"N",184,162,146,1,1065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-05-01","B6","B6","B6",865,"B6","N975JT",865,10721,"BOS","Boston, MA",14635,"RSW","Fort Myers, FL",950,954,4,26,1020,1320,8,1318,1328,10,0,NULL,0,"N",208,214,180,1,1249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-12-01","B6","B6","B6",119,"B6","N805JB",119,10257,"ALB","Albany, NY",13204,"MCO","Orlando, FL",1438,1652,134,40,1732,2020,6,1748,2026,158,0,NULL,0,"N",190,214,168,1,1073,19,0,24,0,115,NULL,NULL,NULL,NULL
"2019-02-01","B6","B6","B6",6,"B6","N523JB",6,11697,"FLL","Fort Lauderdale, FL",11618,"EWR","Newark, NJ",1439,1507,28,42,1549,1819,9,1744,1828,44,0,NULL,0,"N",185,201,150,1,1065,7,0,16,0,21,NULL,NULL,NULL,NULL
"2019-08-01","B6","B6","B6",80,"B6","N828JB",80,14570,"RNO","Reno, NV",12478,"JFK","New York, NY",2343,2340,-3,10,2350,729,12,801,741,-20,0,NULL,0,"N",318,301,279,1,2411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-01","B6","B6","B6",81,"B6","N828JB",81,12478,"JFK","New York, NY",14570,"RNO","Reno, NV",1853,1846,-7,51,1937,2152,4,2221,2156,-25,0,NULL,0,"N",388,370,315,1,2411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","B6","B6","B6",3,"B6","N590JB",3,12478,"JFK","New York, NY",14843,"SJU","San Juan, PR",1530,1529,-1,22,1551,2004,6,2027,2010,-17,0,NULL,0,"N",237,221,193,1,1598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-10-01","B6","B6","B6",311,"B6","N178JB",311,10721,"BOS","Boston, MA",13930,"ORD","Chicago, IL",908,941,33,14,955,1110,13,1103,1123,20,0,NULL,0,"N",175,162,135,1,867,17,0,0,0,3,NULL,NULL,NULL,NULL
"2019-03-02","B6","B6","B6",2317,"B6","N296JB",2317,10721,"BOS","Boston, MA",12478,"JFK","New York, NY",710,NULL,NULL,NULL,NULL,NULL,NULL,828,NULL,NULL,1,"B",0,"N",78,NULL,NULL,1,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-01","B6","B6","B6",862,"B6","N729JB",862,14843,"SJU","San Juan, PR",10721,"BOS","Boston, MA",304,352,48,10,402,1040,10,706,1050,NULL,0,NULL,1,"N",242,NULL,NULL,1,1674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-11-01","B6","B6","B6",4,"B6","N998JE",4,14843,"SJU","San Juan, PR",12478,"JFK","New York, NY",2022,2047,25,9,2056,20,12,16,32,16,0,NULL,0,"N",234,225,204,1,1598,3,0,0,0,13,NULL,NULL,NULL,NULL
"2019-05-01","B6","B6","B6",866,"B6","N570JB",866,14635,"RSW","Fort Myers, FL",10721,"BOS","Boston, MA",545,545,0,17,602,843,5,851,848,-3,0,NULL,0,"N",186,183,161,1,1249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-03-02","B6","B6","B6",2279,"B6","N337JB",2279,10721,"BOS","Boston, MA",11618,"EWR","Newark, NJ",651,NULL,NULL,NULL,NULL,NULL,NULL,820,NULL,NULL,1,"B",0,"N",89,NULL,NULL,1,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","B6","B6","B6",98,"B6","N970JB",98,11292,"DEN","Denver, CO",12478,"JFK","New York, NY",2359,2349,-10,12,1,516,5,540,521,-19,0,NULL,0,"N",221,212,195,1,1626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-06-01","B6","B6","B6",620,"B6","N929JB",620,14679,"SAN","San Diego, CA",10721,"BOS","Boston, MA",1449,1501,12,18,1519,2315,5,2324,2320,-4,0,NULL,0,"N",335,319,296,1,2588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-01","B6","B6","B6",62,"B6","N597JB",62,14027,"PBI","West Palm Beach/Palm Beach, FL",12953,"LGA","New York, NY",946,944,-2,14,958,1218,7,1230,1225,-5,0,NULL,0,"N",164,161,140,1,1035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-12-01","B6","B6","B6",1494,"B6","N510JB",1494,13204,"MCO","Orlando, FL",12197,"HPN","White Plains, NY",1110,1132,22,21,1153,2057,21,1345,2118,NULL,0,NULL,1,"N",155,NULL,NULL,1,972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","B6","B6","B6",97,"B6","N970JB",97,12478,"JFK","New York, NY",11292,"DEN","Denver, CO",2002,2028,26,13,2041,2219,7,2249,2226,-23,0,NULL,0,"N",287,238,218,1,1626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","B6","B6","B6",400,"B6","N634JB",400,13495,"MSY","New Orleans, LA",10721,"BOS","Boston, MA",1437,1434,-3,8,1442,1813,3,1837,1816,-21,0,NULL,0,"N",180,162,151,1,1368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-10-01","B6","B6","B6",2517,"B6","N178JB",2517,10721,"BOS","Boston, MA",12478,"JFK","New York, NY",1545,1603,18,19,1622,1706,7,1715,1713,-2,0,NULL,0,"N",90,70,44,1,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-05-01","B6","B6","B6",871,"B6","N524JB",871,12478,"JFK","New York, NY",14869,"SLC","Salt Lake City, UT",1100,1306,126,13,1319,1605,4,1426,1609,103,0,NULL,0,"N",326,303,286,1,1990,100,0,0,0,3,NULL,NULL,NULL,NULL
"2019-10-01","B6","B6","B6",2010,"B6","N178JB",2010,12451,"JAX","Jacksonville, FL",10721,"BOS","Boston, MA",600,551,-9,13,604,835,8,833,843,10,0,NULL,0,"N",153,172,151,1,1010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","B6","B6","B6",4,"B6","N586JB",4,14843,"SJU","San Juan, PR",12478,"JFK","New York, NY",2126,2118,-8,11,2129,14,6,21,20,-1,0,NULL,0,"N",235,242,225,1,1598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-01","B6","B6","B6",520,"B6","N526JL",520,10397,"ATL","Atlanta, GA",12478,"JFK","New York, NY",1012,1022,10,16,1038,1220,5,1231,1225,-6,0,NULL,0,"N",139,123,102,1,760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-03-01","B6","B6","B6",11,"B6","N236JB",11,10721,"BOS","Boston, MA",13930,"ORD","Chicago, IL",2103,NULL,NULL,NULL,NULL,NULL,NULL,2301,NULL,NULL,1,"B",0,"N",178,NULL,NULL,1,867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-09-02","B6","B6","B6",858,"B6","N793JB",858,14027,"PBI","West Palm Beach/Palm Beach, FL",12197,"HPN","White Plains, NY",1710,NULL,NULL,NULL,NULL,NULL,NULL,2001,NULL,NULL,1,"B",0,"N",171,NULL,NULL,1,1056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-01","B6","B6","B6",213,"B6","N652JB",213,12478,"JFK","New York, NY",12954,"LGB","Long Beach, CA",559,842,163,23,905,1245,3,845,1248,NULL,0,NULL,1,"N",346,NULL,NULL,1,2465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","B6","B6","B6",398,"B6","N708JB",398,13204,"MCO","Orlando, FL",12953,"LGA","New York, NY",1222,1214,-8,15,1229,1502,6,1457,1508,11,0,NULL,0,"N",155,174,153,1,950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
