fl_date,mkt_carrier,dep_delay,taxi_out,taxi_in,air_time,distance,arr_delay
2019-08-01,G4,-8,16,4,129,1098,-20
2019-08-01,G4,50,13,5,112,872,44
2019-12-01,G4,-7,8,7,118,1045,-26
2019-01-01,G4,8,7,7,51,359,0
2019-11-01,G4,-11,19,4,80,518,-7
2019-10-01,G4,6,11,6,92,660,-3
2018-01-01,HA,0,11,5,332,2677,-37
2018-06-01,HA,12,5,6,37,201,13
2018-01-01,HA,-1,12,22,293,2504,6
2018-04-01,HA,-4,20,6,36,216,2
2018-12-01,HA,-1,6,5,25,100,-4
2018-08-01,HA,15,13,7,352,2762,12
2018-05-01,HA,9,17,5,281,2409,-3
2018-06-01,HA,-6,10,4,21,100,-10
2018-06-01,HA,-8,3,8,26,84,-8
2018-07-01,HA,-6,12,6,21,102,-8
2018-08-01,HA,1,16,11,275,2556,-17
2018-07-01,HA,-6,11,5,28,163,-9
2018-12-01,HA,-5,12,3,41,163,1
2018-04-01,HA,-3,9,5,38,216,-6
2018-10-01,HA,-12,6,4,25,121,-16
2018-03-01,HA,6,13,6,20,102,5
2018-02-01,HA,-5,15,6,21,100,-5
2018-12-01,HA,-7,9,6,22,100,-10
2018-11-01,HA,1,17,9,334,2762,16
2018-11-01,HA,-7,13,9,21,102,0
2018-09-01,HA,-3,18,6,333,2556,-1
2018-07-01,HA,-7,9,7,18,84,-8
2018-04-01,HA,-12,11,9,20,102,-7
2018-08-01,HA,6,21,40,326,2556,28
2018-11-01,HA,-4,12,6,27,163,-7
2018-04-01,HA,-7,10,4,23,102,-11
2018-03-01,HA,-6,15,13,29,163,5
2018-08-01,HA,14,21,25,284,2556,19
2018-12-01,HA,-7,7,5,20,102,-9
2018-05-01,HA,-4,8,5,36,216,-8
2018-07-01,HA,-7,8,6,31,163,-9
2018-03-01,HA,-2,10,5,20,100,-6
2018-09-01,HA,0,13,6,285,2556,-21
2018-02-01,HA,-1,25,5,29,100,17
2018-11-01,HA,-7,18,21,336,2762,-12
2018-07-01,HA,-4,13,5,33,201,0
2018-06-01,HA,-6,6,9,20,102,-6
2018-02-01,HA,-4,16,5,28,163,-3
2018-02-01,HA,-12,4,7,18,46,-3
2018-10-01,HA,2,9,6,28,100,5
2018-03-01,HA,-9,5,7,20,100,-14
2018-08-01,HA,12,18,5,330,2556,10
2018-11-01,HA,-7,20,16,297,2556,6
2018-10-01,HA,-3,12,5,20,102,-8
2018-01-01,HA,2,13,6,316,2462,-28
2018-12-01,HA,-10,8,8,39,216,-8
2018-06-01,HA,-6,15,5,24,102,-4
2018-05-01,HA,1,20,5,551,4983,-18
2018-05-01,HA,-2,16,8,344,2556,11
2018-09-01,HA,8,18,9,340,2556,10
2018-01-01,HA,-4,15,7,295,2462,3
2018-01-01,HA,15,13,10,315,2762,18
2018-03-01,HA,-1,14,5,28,163,-1
2018-10-01,HA,-12,8,8,29,163,-16
2018-10-01,HA,-7,10,5,35,216,-11
2018-09-01,HA,-2,16,11,280,2556,-15
2018-04-01,HA,-3,14,5,27,163,-4
2018-05-01,HA,4,29,5,326,2398,29
2018-09-01,HA,256,11,5,252,2355,224
2019-10-01,HA,3,21,8,294,2556,1
2019-02-01,HA,1,9,6,38,216,0
2019-06-01,HA,-3,9,6,22,100,-5
2019-12-01,HA,-4,9,5,307,2457,-8
2019-01-01,HA,-1,15,7,22,100,2
2019-11-01,HA,6,9,12,30,163,10
2019-03-01,HA,25,8,3,19,72,21
2019-08-01,HA,-4,14,8,331,2556,4
2019-09-01,HA,2,15,42,289,2556,13
2019-02-01,HA,-7,6,5,23,102,-8
2019-06-01,HA,-7,8,5,41,216,-8
2019-02-01,HA,-4,9,5,21,100,-11
2019-12-01,HA,-8,13,5,301,2457,-29
2019-10-01,HA,1,19,29,317,2556,1
2019-12-01,HA,-4,6,6,29,163,-11
2019-04-01,HA,-4,14,12,274,2556,-24
2019-06-01,HA,-4,12,23,287,2338,3
2019-05-01,HA,7,13,15,343,2556,18
2019-04-01,HA,40,16,22,346,2556,64
2019-11-01,HA,26,15,4,34,201,29
2019-06-01,HA,-7,7,5,22,100,-10
2019-03-01,HA,13,10,3,19,72,13
2019-02-01,HA,2,13,13,21,100,4
2019-10-01,HA,10,16,11,286,2556,3
2019-09-01,HA,27,11,6,292,2541,11
2019-07-01,HA,-6,8,7,21,102,-8
2019-11-01,HA,9,15,4,35,216,5
2019-07-01,HA,-6,6,6,19,102,-11
2019-09-01,HA,2,15,21,321,2556,4
2019-09-01,HA,130,15,24,279,2556,123
2019-05-01,HA,16,12,8,35,216,16
2019-11-01,HA,4,16,4,25,102,7
2019-12-01,HA,10,5,4,21,72,5
2019-06-01,HA,-4,10,5,21,102,-7
2019-08-01,HA,7,14,8,329,2398,33
2019-01-01,HA,-10,13,4,28,163,-16
2019-01-01,HA,67,15,6,36,216,70
2019-07-01,HA,-5,11,5,29,163,-6
2019-01-01,HA,5,8,8,21,100,1
2019-02-01,HA,1,8,5,22,100,-3
2019-08-01,HA,16,16,16,282,2556,-5
2019-05-01,HA,14,15,15,328,2556,17
2019-05-01,HA,10,8,5,21,100,4
2019-10-01,HA,0,12,3,318,2556,-12
2019-07-01,HA,9,7,8,22,100,8
2019-03-01,HA,30,6,7,16,54,31
2019-08-01,HA,1,17,16,346,2556,25
2019-05-01,HA,-2,12,14,287,2556,-19
2019-03-01,HA,45,10,3,19,72,43
2019-04-01,HA,0,19,10,277,2556,-19
2019-03-01,HA,-1,14,5,27,163,-1
2019-01-01,HA,-2,12,8,22,102,-2
2019-07-01,HA,-4,11,7,20,100,-6
2019-12-01,HA,1,10,12,303,2615,-9
2019-09-01,HA,-3,12,4,325,2556,-7
2019-04-01,HA,39,19,4,282,2417,34
2019-11-01,HA,35,10,4,27,163,27
2019-10-01,HA,-6,14,5,307,2462,-15
2019-08-01,HA,-2,11,5,310,2355,-1
2019-04-01,HA,59,14,15,353,2556,81
2018-07-01,NK,-4,27,16,142,1055,15
2018-07-01,NK,-3,14,10,154,1119,-3
2018-01-01,NK,-4,12,3,142,919,-7
2018-02-01,NK,-3,9,10,136,992,-10
2018-09-01,NK,-10,10,7,85,650,-17
2018-08-01,NK,0,22,9,139,1062,-2
2018-05-01,NK,-6,11,6,314,2329,-18
2018-05-01,NK,-6,12,24,97,679,-6
2018-03-01,NK,7,17,6,95,674,-1
2018-09-01,NK,34,12,7,189,1562,11
2018-10-01,NK,-1,31,6,257,2039,-11
2018-08-01,NK,-3,13,9,84,563,1
2018-01-01,NK,-5,24,11,148,1127,0
2018-03-01,NK,-11,14,7,138,1050,-19
2018-09-01,NK,-2,14,19,97,733,-2
2018-03-01,NK,-6,11,8,155,1050,-10
2018-10-01,NK,14,12,23,198,1749,9
2018-06-01,NK,15,10,6,132,992,2
2018-10-01,NK,-4,12,10,45,236,-15
2018-11-01,NK,-10,29,10,135,992,-1
2018-11-01,NK,40,15,7,79,369,53
2018-04-01,NK,25,17,7,105,852,20
2018-12-01,NK,-4,12,7,209,1947,-35
2018-11-01,NK,-5,22,4,65,369,-9
2018-02-01,NK,-1,8,6,254,1749,-10
2018-05-01,NK,-9,17,4,127,1107,-15
2018-12-01,NK,-2,11,14,91,581,1
2018-11-01,NK,-5,14,3,105,738,-15
2018-05-01,NK,-6,10,6,105,731,-31
2018-03-01,NK,65,11,8,80,577,58
2018-07-01,NK,21,10,8,141,1119,7
2018-06-01,NK,-6,10,4,102,738,-17
2018-07-01,NK,-3,13,10,134,1055,-13
2018-06-01,NK,-5,11,8,60,369,-14
2018-04-01,NK,11,18,7,145,1276,-7
2018-04-01,NK,-7,12,11,66,528,-30
2018-07-01,NK,102,16,6,189,1514,82
2018-08-01,NK,43,33,10,236,1721,62
2018-10-01,NK,-10,15,27,122,867,8
2018-09-01,NK,12,10,10,84,606,-1
2018-12-01,NK,-2,16,6,301,1947,11
2018-12-01,NK,-3,11,4,84,581,-15
2018-04-01,NK,1,25,7,198,1276,13
2018-02-01,NK,-9,14,7,114,738,-13
2018-01-01,NK,1,14,11,152,1182,-11
2018-02-01,NK,-6,10,7,138,992,-16
2018-03-01,NK,-6,12,14,79,577,-7
2018-06-01,NK,5,19,5,57,369,-1
2018-08-01,NK,74,11,14,191,1721,55
2018-01-01,NK,18,10,5,112,919,2
2018-05-01,NK,-6,21,7,265,2329,-19
2018-06-01,NK,-9,9,7,86,529,-9
2018-09-01,NK,11,10,8,141,1121,-26
2018-02-01,NK,-6,13,10,133,925,-12
2018-01-01,NK,-6,9,3,78,466,-9
2018-10-01,NK,13,17,6,246,2039,7
2018-04-01,NK,20,11,10,96,528,17
2018-12-01,NK,-4,15,6,313,2176,-29
2018-08-01,NK,-5,9,6,129,925,-17
2018-11-01,NK,-18,11,10,58,369,-29
2019-11-01,NK,-5,11,6,161,1062,-9
2019-04-01,NK,145,20,9,136,1062,135
2019-10-01,NK,-5,18,6,34,197,-9
2019-09-01,NK,20,15,7,208,1747,4
2019-05-01,NK,-6,19,6,133,992,-15
2019-04-01,NK,46,13,28,186,1121,76
2019-11-01,NK,-2,9,5,121,1062,-32
2019-02-01,NK,-4,13,7,181,1185,-15
2019-07-01,NK,10,10,9,249,2039,-11
2019-01-01,NK,-7,11,9,116,929,-13
2019-05-01,NK,-5,9,7,48,319,-24
2019-06-01,NK,61,21,6,146,1127,59
2019-12-01,NK,34,25,6,205,1440,32
2019-02-01,NK,-4,8,6,83,550,-22
2019-11-01,NK,139,11,8,61,404,129
2019-10-01,NK,-6,15,26,32,177,-1
2019-01-01,NK,-17,8,9,183,1180,-20
2019-03-01,NK,-3,12,10,87,577,-16
2019-05-01,NK,-7,16,7,128,992,-25
2019-02-01,NK,32,21,8,65,404,31
2019-07-01,NK,-4,16,16,85,621,-2
2019-01-01,NK,-2,12,23,191,1747,-7
2019-05-01,NK,-4,21,7,136,992,-17
2019-06-01,NK,0,17,26,220,1749,23
2019-08-01,NK,4,20,11,119,731,15
2019-11-01,NK,2,10,8,127,854,-7
2019-06-01,NK,-8,36,5,123,829,7
2019-08-01,NK,37,10,6,119,663,56
2019-03-01,NK,-8,16,8,136,983,-8
2019-09-01,NK,-10,9,5,108,852,-29
2019-05-01,NK,11,12,9,134,992,0
2019-12-01,NK,-8,13,31,128,957,-2
2019-11-01,NK,-6,18,8,102,632,-10
2019-12-01,NK,-1,9,9,175,1440,-11
2019-10-01,NK,-11,10,11,132,1046,-22
2019-08-01,NK,8,20,7,145,1173,2
2019-08-01,NK,-4,19,6,123,929,-8
2019-07-01,NK,34,17,4,105,834,15
2019-04-01,NK,44,9,5,172,1306,25
2019-01-01,NK,3,20,4,145,1189,17
2019-03-01,NK,76,11,4,126,994,56
2019-12-01,NK,17,32,5,112,738,33
2019-09-01,NK,8,12,7,69,425,2
2019-01-01,NK,-3,12,10,111,926,-19
2019-04-01,NK,45,45,7,86,563,64
2019-06-01,NK,58,15,6,103,787,50
2019-04-01,NK,71,24,4,131,1121,49
2019-10-01,NK,-3,17,12,100,746,-23
2019-07-01,NK,-12,21,8,129,980,-17
2019-02-01,NK,-3,17,11,152,1185,-10
2019-07-01,NK,-8,9,24,106,834,-7
2019-02-01,NK,1,10,18,112,621,5
2019-06-01,NK,-5,11,7,105,787,-22
2019-08-01,NK,82,13,8,100,731,67
2019-10-01,NK,-3,14,10,61,409,-15
2018-04-01,UA,-5,10,7,172,1605,-35
2018-08-01,UA,312,42,4,69,334,331
2018-04-01,UA,-7,17,4,160,1182,-23
2018-10-01,UA,-4,16,6,71,419,-18
2018-12-01,UA,-7,36,7,113,693,0
2018-09-01,UA,23,12,42,153,1236,58
2018-01-01,UA,-5,9,9,174,1154,-23
2018-11-01,UA,0,12,11,81,429,10
2018-01-01,UA,0,20,8,69,529,-18
2018-05-01,UA,-1,12,9,138,828,-6
2018-12-01,UA,-1,31,7,185,1085,22
2018-10-01,UA,-7,27,8,132,872,-2
2018-05-01,UA,-10,10,11,87,588,-20
2018-06-01,UA,-8,12,7,84,427,-8
2018-06-01,UA,-6,10,6,57,351,-26
2018-08-01,UA,9,13,8,158,1222,4
2018-06-01,UA,29,17,3,47,301,15
2018-01-01,UA,-3,14,10,96,599,-23
2018-06-01,UA,68,18,9,58,277,68
2018-05-01,UA,78,13,5,48,310,60
2018-12-01,UA,-4,13,16,35,199,-27
2018-12-01,UA,41,10,28,77,427,54
2018-05-01,UA,-4,13,13,42,169,-8
2018-01-01,UA,48,11,6,99,529,40
2018-11-01,UA,-10,15,12,201,1075,23
2018-04-01,UA,0,21,5,143,1065,-23
2018-11-01,UA,24,22,7,47,201,44
2018-02-01,UA,-10,18,5,76,419,-30
2018-11-01,UA,-6,15,5,190,1208,-12
2018-02-01,UA,-5,7,8,110,643,-16
2018-05-01,UA,-9,14,9,127,984,-29
2018-11-01,UA,27,25,9,137,936,34
2018-03-01,UA,-16,4,3,37,129,-22
2018-01-01,UA,95,16,11,69,529,76
2018-08-01,UA,1,22,3,180,1379,10
2018-04-01,UA,-7,16,6,81,550,-23
2018-02-01,UA,14,24,5,91,552,16
2018-04-01,UA,-8,23,6,98,787,-11
2018-12-01,UA,25,22,3,75,572,27
2018-10-01,UA,-4,24,10,129,562,42
2018-06-01,UA,-8,16,10,135,975,-4
2018-10-01,UA,-4,30,10,52,277,-2
2019-05-01,UA,-2,18,7,85,657,-6
2019-10-01,UA,63,6,6,66,444,38
2019-07-01,UA,110,44,7,51,305,133
2019-01-01,UA,33,42,3,77,536,45
2019-04-29,UA,-10,14,24,78,393,-13
2019-11-01,UA,-5,27,4,179,1597,-6
2019-11-01,UA,-3,12,7,54,305,-10
2019-06-01,UA,-5,44,6,225,1605,4
2019-08-01,UA,1315,16,6,71,529,1291
2019-08-01,UA,-7,48,8,117,854,15
2019-05-01,UA,-2,13,13,139,871,-12
2019-01-01,UA,10,35,7,72,517,9
2019-06-01,UA,-8,14,6,163,1222,-25
2019-11-01,UA,0,26,4,332,2434,-19
2019-04-29,UA,-4,17,6,79,595,-7
2019-01-01,UA,11,19,17,68,360,10
2019-07-01,UA,-7,12,36,62,339,-1
2019-05-01,UA,-9,13,4,63,395,-20
2019-06-01,UA,-8,11,7,122,854,-23
2019-09-01,UA,-7,17,4,41,253,-17
2019-02-01,UA,40,34,47,106,599,87
2019-07-01,UA,-9,11,3,72,444,-27
2019-04-29,UA,-10,35,8,54,266,-11
2019-02-01,UA,-2,13,8,150,1075,-47
2019-09-01,UA,16,16,6,202,1530,-1
2019-08-01,UA,57,34,16,230,1605,71
2019-06-01,UA,-8,24,20,111,846,11
2019-09-01,UA,-15,17,21,39,137,-5
2019-08-01,UA,1,16,9,220,1620,-4
2019-05-01,UA,49,11,6,97,744,32
2019-05-01,UA,-5,14,24,132,837,1
2019-06-01,UA,0,27,13,75,529,6
2019-10-01,UA,-10,26,7,63,305,4
2019-07-01,UA,-8,17,3,27,150,-19
2019-02-01,UA,0,13,3,191,1482,-38
2019-02-01,UA,-1,16,8,202,1416,-41
2019-11-01,UA,-2,23,6,249,2227,-8
2019-01-01,UA,-9,18,5,65,349,-4
2019-11-01,UA,51,19,6,228,1605,38
2019-09-01,UA,-5,24,5,53,323,-10
2019-04-29,UA,4,31,10,59,253,24
2019-08-01,UA,23,24,6,200,1597,12
2019-01-01,UA,246,53,4,32,157,264
2019-10-01,UA,-9,21,4,85,541,-15
2019-09-01,UA,1,21,6,155,1091,-3
2018-01-01,VX,-3,26,6,298,2556,-10
2018-02-01,VX,-6,19,8,369,2586,-5
2018-01-01,VX,-9,17,7,291,2398,-6
2018-02-01,VX,-2,17,6,265,2442,-19
2018-03-01,VX,-4,30,6,315,2367,2
2018-03-01,VX,-3,16,4,258,2402,-42
2018-03-01,VX,79,48,28,373,2586,114
2018-03-01,VX,188,47,5,369,2586,199
2018-02-01,VX,-8,13,8,271,2586,-50
2018-03-01,VX,81,20,8,286,2586,65
2018-01-01,VX,3,23,4,320,2556,-25
2018-01-01,VX,-12,21,6,295,2398,-46
2018-02-01,VX,-10,16,5,351,2442,-15
2018-02-01,VX,-4,21,7,278,2565,-28
2018-01-01,VX,-7,13,10,281,2454,-11
2018-05-01,WN,2,13,7,86,594,-7
2018-10-01,WN,1,8,6,131,895,-4
2018-03-01,WN,11,13,5,65,337,14
2018-02-01,WN,22,10,3,49,323,14
2018-07-01,WN,11,9,4,84,619,8
2018-07-01,WN,0,9,3,88,619,0
2018-02-01,WN,-5,8,5,181,1670,-31
2018-12-01,WN,1,12,4,43,214,-5
2018-11-01,WN,24,21,3,48,277,31
2018-10-01,WN,-7,12,4,130,895,-16
2018-06-01,WN,-3,10,2,91,628,-10
2018-01-01,WN,0,10,14,103,836,-3
2018-01-01,WN,-1,20,3,86,581,-7
2018-05-01,WN,-3,16,5,117,813,-15
2018-07-01,WN,-1,9,5,217,1670,5
2018-06-01,WN,11,7,3,244,1670,45
2018-08-01,WN,2,7,7,71,507,2
2018-07-01,WN,-2,7,6,54,328,-10
2018-02-01,WN,-6,19,5,90,594,-17
2018-10-01,WN,-1,9,4,139,895,1
2018-09-01,WN,7,9,7,82,551,0
2018-01-01,WN,44,27,6,97,645,34
2018-05-01,WN,-4,20,7,88,594,-9
2018-04-01,WN,-3,9,5,128,1121,-21
2018-11-01,WN,5,9,3,58,419,-5
2018-05-01,WN,-1,21,5,115,813,-10
2018-09-01,WN,0,8,6,306,2438,-25
2018-11-01,WN,1,26,5,62,453,9
2018-11-01,WN,-7,7,4,66,453,-15
2018-01-01,WN,54,26,2,164,1105,56
2018-06-01,WN,-4,8,6,91,628,-9
2018-11-01,WN,-5,9,3,42,273,-21
2018-04-01,WN,-1,13,4,53,328,-6
2018-01-01,WN,37,24,6,82,581,34
2018-10-01,WN,-8,39,5,41,228,7
2018-09-01,WN,-4,11,28,77,533,7
2018-08-01,WN,4,6,3,49,304,-8
2018-02-01,WN,-4,8,3,53,323,-10
2018-04-01,WN,11,9,8,130,1121,-2
2018-02-01,WN,1,9,5,43,323,-17
2018-07-01,WN,-4,9,5,83,619,-7
2018-12-01,WN,0,16,3,81,486,5
2018-06-01,WN,-4,12,3,79,619,-15
2018-03-01,WN,7,8,4,127,1069,-9
2018-05-01,WN,-6,11,7,118,758,0
2018-03-01,WN,31,10,4,61,345,26
2018-08-01,WN,43,23,2,45,304,43
2018-09-01,WN,-4,12,8,63,404,-11
2018-08-01,WN,25,9,2,45,304,6
2018-06-01,WN,-2,8,5,194,1670,-15
2018-08-01,WN,-2,9,2,47,304,-14
2018-10-01,WN,8,10,5,126,895,-6
2018-09-01,WN,-1,12,4,89,551,4
2019-08-01,WN,-4,10,4,51,328,-14
2019-07-01,WN,2,18,4,103,787,-8
2019-11-01,WN,3,8,6,125,1121,-13
2019-07-01,WN,-3,11,9,107,787,-1
2019-05-01,WN,16,8,2,169,1521,-15
2019-05-01,WN,30,14,22,41,255,42
2019-08-01,WN,3,10,2,207,1670,-3
2019-10-01,WN,0,12,3,193,1670,-17
2019-09-01,WN,-5,9,6,71,486,-14
2019-01-01,WN,17,28,4,86,580,40
2019-02-01,WN,5,10,6,52,328,-7
2019-08-01,WN,28,19,4,52,328,28
2019-09-01,WN,-1,7,2,104,759,-13
2019-05-01,WN,7,11,4,172,1521,-16
2019-09-01,WN,-1,8,4,68,486,-11
2019-06-01,WN,5,10,5,120,889,-5
2019-12-01,WN,24,11,6,76,619,17
2019-09-01,WN,-3,11,5,38,214,-19
2019-03-01,WN,-5,11,4,142,994,-18
2019-04-01,WN,-7,12,2,49,323,-14
2019-03-01,WN,2,10,5,130,834,12
2019-03-01,WN,-6,9,2,175,1131,-25
2019-10-01,WN,1,9,4,197,1670,-19
2019-02-01,WN,-5,8,41,205,1670,34
2019-10-01,WN,6,13,4,85,619,3
2019-01-01,WN,20,49,4,77,580,50
2019-10-01,WN,0,14,3,84,580,1
2019-08-01,WN,-2,9,4,83,580,-6
2019-02-01,WN,-4,6,25,79,580,6
2019-11-01,WN,-4,13,5,122,889,-9
2019-07-01,WN,3,13,4,106,787,-9
2019-07-01,WN,-6,14,9,105,787,-18
2019-05-01,WN,-3,13,3,166,1521,-31
2019-04-01,WN,16,7,7,48,323,8
2019-05-01,WN,9,14,4,184,1521,1
2019-10-01,WN,99,7,3,83,580,97
2019-12-01,WN,-3,7,4,62,289,-10
2019-08-01,WN,4,13,5,204,1670,-4
2019-09-01,WN,-4,8,5,73,486,-13
2019-06-01,WN,-2,9,4,131,1121,-18
2019-01-01,WN,-3,8,2,71,486,-12
2019-07-01,WN,-5,12,4,128,971,-11
2019-12-01,WN,-4,14,4,72,580,-14
2019-06-01,WN,13,10,4,67,447,-1
2019-02-01,WN,40,11,4,82,580,37
2019-11-01,WN,2,13,2,79,577,-14
2019-12-01,WN,23,12,4,177,1670,1
2019-01-01,WN,-2,15,4,173,1670,-20
2019-11-01,WN,1,14,4,128,1121,-13
