fl_date,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,dep_delay,taxi_out,taxi_in,air_time,distance,arr_delay
2019-09-01,G4,2316,G4,254NV,2316,14761,SFB,10980,CHA,-7,14,4,67,490,-20
2019-12-01,G4,2112,G4,314NV,2112,14761,SFB,10581,BGR,-6,10,5,151,1299,-20
2019-02-01,G4,2149,G4,325NV,2149,13244,MEM,14761,SFB,-4,11,4,91,671,-7
2019-03-01,G4,355,G4,302NV,355,13244,MEM,12892,LAX,24,13,14,251,1619,44
2019-08-01,G4,1919,G4,248NV,1919,14761,SFB,11612,EVV,4,15,7,97,734,3
2019-04-01,G4,897,G4,301NV,897,14730,SDF,14112,PIE,-1,18,7,99,729,2
2019-10-01,G4,529,G4,257NV,529,10466,AZA,14314,PVU,0,15,4,62,477,-8
2019-12-01,G4,1900,G4,312NV,1900,15624,VPS,10676,BLV,-1,12,5,87,587,0
2019-06-01,G4,546,G4,229NV,546,10466,AZA,11637,FAR,14,8,6,144,1220,2
2019-05-01,G4,2124,G4,260NV,2124,14761,SFB,10135,ABE,-5,14,5,116,882,-13
2019-08-01,G4,756,G4,309NV,756,10693,BNA,14112,PIE,-11,12,95,88,612,77
2019-06-01,G4,2009,G4,222NV,2009,15096,SYR,14986,SRQ,-17,8,4,148,1142,-29
2019-07-01,G4,563,G4,221NV,563,14716,SCK,10466,AZA,20,15,7,86,625,23
2019-02-01,G4,2248,G4,310NV,2248,14761,SFB,14696,SBN,-14,13,4,138,936,-9
2019-09-01,G4,1618,G4,243NV,1618,14307,PVD,14082,PGD,75,6,4,159,1184,55
2019-01-01,G4,2175,G4,218NV,2175,11823,FWA,14761,SFB,31,11,4,117,870,27
2019-05-01,G4,901,G4,232NV,901,10408,ATW,14112,PIE,-4,8,7,149,1173,-10
2019-08-01,G4,92,G4,320NV,92,11540,ELP,14679,SAN,27,12,6,84,636,24
2019-02-01,G4,712,G4,311NV,712,10666,BLI,12889,LAS,-7,11,6,139,954,-2
2019-10-01,G4,716,G4,314NV,716,11638,FAT,12889,LAS,-4,9,4,47,259,-14
2019-02-01,G4,121,G4,309NV,121,11638,FAT,12889,LAS,-7,7,6,54,259,-6
2019-03-01,G4,1800,G4,223NV,1800,12339,IND,11697,FLL,-2,14,36,130,1005,20
2019-07-01,G4,1463,G4,326NV,1463,14122,PIT,12451,JAX,-1,9,5,88,694,-17
2019-07-01,G4,1714,G4,235NV,1714,11996,GSP,11697,FLL,25,11,15,90,620,33
2019-12-01,G4,884,G4,215NV,884,14112,PIE,10676,BLV,-11,31,5,127,841,18
2019-11-01,G4,1911,G4,218NV,1911,14112,PIE,10676,BLV,-8,14,6,121,841,-3
2019-02-01,G4,555,G4,328NV,555,14716,SCK,10466,AZA,48,4,6,88,625,44
2019-03-01,G4,548,G4,261NV,548,10466,AZA,14512,RFD,-11,11,7,148,1373,-30
2019-09-01,G4,414,G4,231NV,414,14761,SFB,12339,IND,13,11,14,114,807,19
2019-04-01,G4,2172,G4,221NV,2172,14761,SFB,14259,PSM,0,11,5,141,1144,-12
2019-01-01,G4,2808,G4,225NV,2808,11193,CVG,12889,LAS,16,8,11,244,1678,36
2019-07-01,G4,129,G4,302NV,129,12889,LAS,13486,MSO,-7,14,7,98,750,-16
2019-09-01,G4,589,G4,253NV,589,12889,LAS,10466,AZA,22,13,7,50,276,18
2019-03-01,G4,1947,G4,320NV,1947,10821,BWI,15624,VPS,-7,11,10,131,819,9
2019-11-01,G4,512,G4,279NV,512,10627,BIS,10466,AZA,8,9,4,134,1092,-14
2019-12-01,G4,36,G4,331NV,36,11638,FAT,12889,LAS,73,8,7,54,259,78
2019-06-01,G4,578,G4,218NV,578,10466,AZA,11823,FWA,-2,13,4,173,1546,-15
2019-04-01,G4,1825,G4,234NV,1825,11042,CLE,14685,SAV,0,7,4,92,641,-5
2019-11-01,G4,182,G4,337NV,182,12889,LAS,15370,TUL,-2,22,7,118,1076,-8
2019-05-01,G4,2183,G4,229NV,2183,11986,GRR,14761,SFB,38,11,4,138,1001,41
2019-01-01,G4,2106,G4,256NV,2106,14761,SFB,14730,SDF,-14,11,7,95,698,-17
2019-04-01,G4,148,G4,337NV,148,12889,LAS,14730,SDF,-7,16,6,189,1624,-6
2019-04-01,G4,520,G4,259NV,520,10466,AZA,10676,BLV,0,15,4,156,1272,9
2019-10-01,G4,429,G4,224NV,429,14761,SFB,15412,TYS,-9,8,4,78,511,-11
2019-03-01,G4,105,G4,307NV,105,12339,IND,12889,LAS,-7,13,4,238,1590,4
2019-05-01,G4,547,G4,255NV,547,13871,OMA,10466,AZA,-10,10,7,143,1026,-5
2019-05-01,G4,1203,G4,253NV,1203,14112,PIE,10431,AVL,-10,8,7,69,519,-17
2019-06-01,G4,1363,G4,274NV,1363,11193,CVG,11697,FLL,0,9,6,118,932,-11
2019-08-01,G4,48,G4,322NV,48,12889,LAS,13433,MOT,-8,16,4,129,1098,-20
2019-08-01,G4,2359,G4,329NV,2359,14761,SFB,11042,CLE,50,13,5,112,872,44
2019-12-01,G4,1688,G4,240NV,1688,14108,PIA,14082,PGD,-7,8,7,118,1045,-26
2019-01-01,G4,133,G4,306NV,133,14716,SCK,12889,LAS,8,7,7,51,359,0
2019-11-01,G4,2206,G4,312NV,2206,13577,MYR,10135,ABE,-11,19,4,80,518,-7
2019-10-01,G4,1711,G4,235NV,1711,10431,AVL,11697,FLL,6,11,6,92,660,-3
2018-01-01,HA,21,HA,N384HA,21,14747,SEA,12173,HNL,0,11,5,332,2677,-37
2018-06-01,HA,379,HA,N493HA,379,13830,OGG,12982,LIH,12,5,6,37,201,13
2018-01-01,HA,62,HA,N588HA,62,12758,KOA,12892,LAX,-1,12,22,293,2504,6
2018-04-01,HA,162,HA,N492HA,162,12173,HNL,12402,ITO,-4,20,6,36,216,2
2018-12-01,HA,155,HA,N475HA,155,13830,OGG,12173,HNL,-1,6,5,25,100,-4
2018-08-01,HA,5,HA,N382HA,5,12889,LAS,12173,HNL,15,13,7,352,2762,12
2018-05-01,HA,48,HA,N582HA,48,12173,HNL,13796,OAK,9,17,5,281,2409,-3
2018-06-01,HA,376,HA,N483HA,376,12173,HNL,13830,OGG,-6,10,4,21,100,-10
2018-06-01,HA,621,EM,N805HC,621,12492,JHM,12173,HNL,-8,3,8,26,84,-8
2018-07-01,HA,503,HA,N486HA,503,12173,HNL,12982,LIH,-6,12,6,21,102,-8
2018-08-01,HA,4,HA,N396HA,4,12173,HNL,12892,LAX,1,16,11,275,2556,-17
2018-07-01,HA,338,HA,N494HA,338,12173,HNL,12758,KOA,-6,11,5,28,163,-9
2018-12-01,HA,148,HA,N477HA,148,12173,HNL,12758,KOA,-5,12,3,41,163,1
2018-04-01,HA,161,HA,N492HA,161,12402,ITO,12173,HNL,-3,9,5,38,216,-6
2018-10-01,HA,152,HA,N491HA,152,13830,OGG,12402,ITO,-12,6,4,25,121,-16
2018-03-01,HA,363,HA,N495HA,363,12173,HNL,12982,LIH,6,13,6,20,102,5
2018-02-01,HA,536,HA,N479HA,536,12173,HNL,13830,OGG,-5,15,6,21,100,-5
2018-12-01,HA,146,HA,N476HA,146,12173,HNL,13830,OGG,-7,9,6,22,100,-10
2018-11-01,HA,8,HA,N385HA,8,12173,HNL,12889,LAS,1,17,9,334,2762,16
2018-11-01,HA,394,HA,N476HA,394,12982,LIH,12173,HNL,-7,13,9,21,102,0
2018-09-01,HA,1,HA,N392HA,1,12892,LAX,12173,HNL,-3,18,6,333,2556,-1
2018-07-01,HA,349,HA,N493HA,349,12758,KOA,13830,OGG,-7,9,7,18,84,-8
2018-04-01,HA,164,HA,N480HA,164,12982,LIH,12173,HNL,-12,11,9,20,102,-7
2018-08-01,HA,3,HA,N393HA,3,12892,LAX,12173,HNL,6,21,40,326,2556,28
2018-11-01,HA,368,HA,N486HA,368,12173,HNL,12758,KOA,-4,12,6,27,163,-7
2018-04-01,HA,163,HA,N480HA,163,12173,HNL,12982,LIH,-7,10,4,23,102,-11
2018-03-01,HA,558,HA,N491HA,558,12173,HNL,12758,KOA,-6,15,13,29,163,5
2018-08-01,HA,2,HA,N399HA,2,12173,HNL,12892,LAX,14,21,25,284,2556,19
2018-12-01,HA,224,HA,N492HA,224,12982,LIH,12173,HNL,-7,7,5,20,102,-9
2018-05-01,HA,141,HA,N494HA,141,12402,ITO,12173,HNL,-4,8,5,36,216,-8
2018-07-01,HA,337,HA,N494HA,337,12758,KOA,12173,HNL,-7,8,6,31,163,-9
2018-03-01,HA,556,HA,N475HA,556,12173,HNL,13830,OGG,-2,10,5,20,100,-6
2018-09-01,HA,2,HA,N393HA,2,12173,HNL,12892,LAX,0,13,6,285,2556,-21
2018-02-01,HA,526,HA,N483HA,526,12173,HNL,13830,OGG,-1,25,5,29,100,17
2018-11-01,HA,7,HA,N374HA,7,12889,LAS,12173,HNL,-7,18,21,336,2762,-12
2018-07-01,HA,339,HA,N481HA,339,13830,OGG,12982,LIH,-4,13,5,33,201,0
2018-06-01,HA,384,HA,N483HA,384,12982,LIH,12173,HNL,-6,6,9,20,102,-6
2018-02-01,HA,528,HA,N480HA,528,12173,HNL,12758,KOA,-4,16,5,28,163,-3
2018-02-01,HA,632,EM,N804HC,632,13347,MKK,13830,OGG,-12,4,7,18,46,-3
2018-10-01,HA,215,HA,N492HA,215,13830,OGG,12173,HNL,2,9,6,28,100,5
2018-03-01,HA,555,HA,N475HA,555,13830,OGG,12173,HNL,-9,5,7,20,100,-14
2018-08-01,HA,1,HA,N391HA,1,12892,LAX,12173,HNL,12,18,5,330,2556,10
2018-11-01,HA,4,HA,N392HA,4,12173,HNL,12892,LAX,-7,20,16,297,2556,6
2018-10-01,HA,153,HA,N475HA,153,12173,HNL,12982,LIH,-3,12,5,20,102,-8
2018-01-01,HA,19,HA,N590HA,19,14893,SMF,12173,HNL,2,13,6,316,2462,-28
2018-12-01,HA,151,HA,N485HA,151,12402,ITO,12173,HNL,-10,8,8,39,216,-8
2018-06-01,HA,383,HA,N481HA,383,12173,HNL,12982,LIH,-6,15,5,24,102,-4
2018-05-01,HA,50,HA,N360HA,50,12173,HNL,12478,JFK,1,20,5,551,4983,-18
2018-05-01,HA,1,HA,N375HA,1,12892,LAX,12173,HNL,-2,16,8,344,2556,11
2018-09-01,HA,3,HA,N396HA,3,12892,LAX,12173,HNL,8,18,9,340,2556,10
2018-01-01,HA,20,HA,N594HA,20,12173,HNL,14893,SMF,-4,15,7,295,2462,3
2018-01-01,HA,18,HA,N384HA,18,12173,HNL,12889,LAS,15,13,10,315,2762,18
2018-03-01,HA,358,HA,N475HA,358,12173,HNL,12758,KOA,-1,14,5,28,163,-1
2018-10-01,HA,157,HA,N485HA,157,12758,KOA,12173,HNL,-12,8,8,29,163,-16
2018-10-01,HA,151,HA,N493HA,151,12402,ITO,12173,HNL,-7,10,5,35,216,-11
2018-09-01,HA,4,HA,N374HA,4,12173,HNL,12892,LAX,-2,16,11,280,2556,-15
2018-04-01,HA,148,HA,N488HA,148,12173,HNL,12758,KOA,-3,14,5,27,163,-4
2018-05-01,HA,11,HA,N381HA,11,14771,SFO,12173,HNL,4,29,5,326,2398,29
2018-09-01,HA,46,HA,N594HA,46,13830,OGG,14831,SJC,256,11,5,252,2355,224
2019-10-01,HA,2,HA,N395HA,2,12173,HNL,12892,LAX,3,21,8,294,2556,1
2019-02-01,HA,201,HA,N494HA,201,12402,ITO,12173,HNL,1,9,6,38,216,0
2019-06-01,HA,116,HA,N491HA,116,12173,HNL,13830,OGG,-3,9,6,22,100,-5
2019-12-01,HA,68,HA,N212HA,68,12982,LIH,13796,OAK,-4,9,5,307,2457,-8
2019-01-01,HA,286,HA,N491HA,286,12173,HNL,13830,OGG,-1,15,7,22,100,2
2019-11-01,HA,347,HA,N477HA,347,12758,KOA,12173,HNL,6,9,12,30,163,10
2019-03-01,HA,684,EM,N805HC,684,12173,HNL,13034,LNY,25,8,3,19,72,21
2019-08-01,HA,1,HA,N385HA,1,12892,LAX,12173,HNL,-4,14,8,331,2556,4
2019-09-01,HA,2,HA,N360HA,2,12173,HNL,12892,LAX,2,15,42,289,2556,13
2019-02-01,HA,204,HA,N495HA,204,12982,LIH,12173,HNL,-7,6,5,23,102,-8
2019-06-01,HA,122,HA,N478HA,122,12173,HNL,12402,ITO,-7,8,5,41,216,-8
2019-02-01,HA,206,HA,N475HA,206,12173,HNL,13830,OGG,-4,9,5,21,100,-11
2019-12-01,HA,67,HA,N213HA,67,13796,OAK,12982,LIH,-8,13,5,301,2457,-29
2019-10-01,HA,3,HA,N374HA,3,12892,LAX,12173,HNL,1,19,29,317,2556,1
2019-12-01,HA,147,HA,N495HA,147,12758,KOA,12173,HNL,-4,6,6,29,163,-11
2019-04-01,HA,4,HA,N388HA,4,12173,HNL,12892,LAX,-4,14,12,274,2556,-24
2019-06-01,HA,41,HA,N399HA,41,14771,SFO,13830,OGG,-4,12,23,287,2338,3
2019-05-01,HA,3,HA,N392HA,3,12892,LAX,12173,HNL,7,13,15,343,2556,18
2019-04-01,HA,3,HA,N374HA,3,12892,LAX,12173,HNL,40,16,22,346,2556,64
2019-11-01,HA,349,HA,N495HA,349,13830,OGG,12982,LIH,26,15,4,34,201,29
2019-06-01,HA,115,HA,N491HA,115,13830,OGG,12173,HNL,-7,7,5,22,100,-10
2019-03-01,HA,685,EM,N805HC,685,13034,LNY,12173,HNL,13,10,3,19,72,13
2019-02-01,HA,326,HA,N492HA,326,12173,HNL,13830,OGG,2,13,13,21,100,4
2019-10-01,HA,4,HA,N386HA,4,12173,HNL,12892,LAX,10,16,11,286,2556,3
2019-09-01,HA,38,HA,N214HA,38,13830,OGG,14679,SAN,27,11,6,292,2541,11
2019-07-01,HA,103,HA,N478HA,103,12173,HNL,12982,LIH,-6,8,7,21,102,-8
2019-11-01,HA,352,HA,N480HA,352,12173,HNL,12402,ITO,9,15,4,35,216,5
2019-07-01,HA,124,HA,N490HA,124,12982,LIH,12173,HNL,-6,6,6,19,102,-11
2019-09-01,HA,3,HA,N388HA,3,12892,LAX,12173,HNL,2,15,21,321,2556,4
2019-09-01,HA,4,HA,N389HA,4,12173,HNL,12892,LAX,130,15,24,279,2556,123
2019-05-01,HA,351,HA,N489HA,351,12402,ITO,12173,HNL,16,12,8,35,216,16
2019-11-01,HA,353,HA,N487HA,353,12173,HNL,12982,LIH,4,16,4,25,102,7
2019-12-01,HA,685,EM,N801HC,685,13034,LNY,12173,HNL,10,5,4,21,72,5
2019-06-01,HA,123,HA,N493HA,123,12173,HNL,12982,LIH,-4,10,5,21,102,-7
2019-08-01,HA,11,HA,N379HA,11,14771,SFO,12173,HNL,7,14,8,329,2398,33
2019-01-01,HA,287,HA,N479HA,287,12758,KOA,12173,HNL,-10,13,4,28,163,-16
2019-01-01,HA,502,HA,N480HA,502,12173,HNL,12402,ITO,67,15,6,36,216,70
2019-07-01,HA,128,HA,N479HA,128,12173,HNL,12758,KOA,-5,11,5,29,163,-6
2019-01-01,HA,285,HA,N491HA,285,13830,OGG,12173,HNL,5,8,8,21,100,1
2019-02-01,HA,205,HA,N483HA,205,13830,OGG,12173,HNL,1,8,5,22,100,-3
2019-08-01,HA,2,HA,N380HA,2,12173,HNL,12892,LAX,16,16,16,282,2556,-5
2019-05-01,HA,1,HA,N370HA,1,12892,LAX,12173,HNL,14,15,15,328,2556,17
2019-05-01,HA,536,HA,N476HA,536,12173,HNL,13830,OGG,10,8,5,21,100,4
2019-10-01,HA,1,HA,N384HA,1,12892,LAX,12173,HNL,0,12,3,318,2556,-12
2019-07-01,HA,125,HA,N480HA,125,13830,OGG,12173,HNL,9,7,8,22,100,8
2019-03-01,HA,673,EM,N801HC,673,13347,MKK,12173,HNL,30,6,7,16,54,31
2019-08-01,HA,3,HA,N361HA,3,12892,LAX,12173,HNL,1,17,16,346,2556,25
2019-05-01,HA,2,HA,N390HA,2,12173,HNL,12892,LAX,-2,12,14,287,2556,-19
2019-03-01,HA,674,EM,N805HC,674,12173,HNL,13034,LNY,45,10,3,19,72,43
2019-04-01,HA,2,HA,N361HA,2,12173,HNL,12892,LAX,0,19,10,277,2556,-19
2019-03-01,HA,218,HA,N493HA,218,12173,HNL,12758,KOA,-1,14,5,27,163,-1
2019-01-01,HA,293,HA,N485HA,293,12173,HNL,12982,LIH,-2,12,8,22,102,-2
2019-07-01,HA,126,HA,N480HA,126,12173,HNL,13830,OGG,-4,11,7,20,100,-6
2019-12-01,HA,64,HA,N213HA,64,12982,LIH,12892,LAX,1,10,12,303,2615,-9
2019-09-01,HA,1,HA,N390HA,1,12892,LAX,12173,HNL,-3,12,4,325,2556,-7
2019-04-01,HA,44,HA,N215HA,44,12173,HNL,14831,SJC,39,19,4,282,2417,34
2019-11-01,HA,348,HA,N490HA,348,12173,HNL,12758,KOA,35,10,4,27,163,27
2019-10-01,HA,19,HA,N209HA,19,14893,SMF,12173,HNL,-6,14,5,307,2462,-15
2019-08-01,HA,45,HA,N204HA,45,14831,SJC,13830,OGG,-2,11,5,310,2355,-1
2019-04-01,HA,1,HA,N391HA,1,12892,LAX,12173,HNL,59,14,15,353,2556,81
2018-07-01,NK,470,NK,N683NK,470,12889,LAS,11298,DFW,-4,27,16,142,1055,15
2018-07-01,NK,469,NK,N683NK,469,11697,FLL,11298,DFW,-3,14,10,154,1119,-3
2018-01-01,NK,364,NK,N603NK,364,10821,BWI,14635,RSW,-4,12,3,142,919,-7
2018-02-01,NK,1006,NK,N640NK,1006,11697,FLL,14100,PHL,-3,9,10,136,992,-10
2018-09-01,NK,226,NK,N624NK,226,13577,MYR,12265,IAG,-10,10,7,85,650,-17
2018-08-01,NK,440,NK,N523NK,440,11697,FLL,11042,CLE,0,22,9,139,1062,-2
2018-05-01,NK,141,NK,N605NK,141,10821,BWI,12892,LAX,-6,11,6,314,2329,-18
2018-05-01,NK,147,NK,N635NK,147,10158,ACY,10397,ATL,-6,12,24,97,679,-6
2018-03-01,NK,665,NK,N536NK,665,11697,FLL,13495,MSY,7,17,6,95,674,-1
2018-09-01,NK,254,NK,N617NK,254,11298,DFW,10721,BOS,34,12,7,189,1562,11
2018-10-01,NK,725,NK,N602NK,725,13204,MCO,12889,LAS,-1,31,6,257,2039,-11
2018-08-01,NK,440,NK,N523NK,440,11042,CLE,10721,BOS,-3,13,9,84,563,1
2018-01-01,NK,380,NK,N669NK,380,11697,FLL,11433,DTW,-5,24,11,148,1127,0
2018-03-01,NK,550,NK,N536NK,550,13204,MCO,10529,BDL,-11,14,7,138,1050,-19
2018-09-01,NK,224,NK,N673NK,224,13930,ORD,12953,LGA,-2,14,19,97,733,-2
2018-03-01,NK,549,NK,N624NK,549,10529,BDL,13204,MCO,-6,11,8,155,1050,-10
2018-10-01,NK,788,NK,N523NK,788,12889,LAS,11433,DTW,14,12,23,198,1749,9
2018-06-01,NK,1008,NK,N633NK,1008,11697,FLL,14100,PHL,15,10,6,132,992,2
2018-10-01,NK,725,NK,N602NK,725,12889,LAS,12892,LAX,-4,12,10,45,236,-15
2018-11-01,NK,1008,NK,N509NK,1008,11697,FLL,14100,PHL,-10,29,10,135,992,-1
2018-11-01,NK,1027,NK,N624NK,1027,10721,BOS,10821,BWI,40,15,7,79,369,53
2018-04-01,NK,304,NK,N663NK,304,13204,MCO,10158,ACY,25,17,7,105,852,20
2018-12-01,NK,403,NK,N507NK,403,12892,LAX,10397,ATL,-4,12,7,209,1947,-35
2018-11-01,NK,1025,NK,N624NK,1025,10721,BOS,10821,BWI,-5,22,4,65,369,-9
2018-02-01,NK,511,NK,N681NK,511,11433,DTW,12889,LAS,-1,8,6,254,1749,-10
2018-05-01,NK,201,NK,N517NK,201,11697,FLL,15024,STT,-9,17,4,127,1107,-15
2018-12-01,NK,404,NK,N512NK,404,11697,FLL,10397,ATL,-2,11,14,91,581,1
2018-11-01,NK,103,NK,N651NK,103,10721,BOS,13577,MYR,-5,14,3,105,738,-15
2018-05-01,NK,146,NK,N613NK,146,10397,ATL,11298,DFW,-6,10,6,105,731,-31
2018-03-01,NK,556,NK,N621NK,556,10397,ATL,10821,BWI,65,11,8,80,577,58
2018-07-01,NK,470,NK,N683NK,470,11298,DFW,11697,FLL,21,10,8,141,1119,7
2018-06-01,NK,103,NK,N608NK,103,10721,BOS,13577,MYR,-6,10,4,102,738,-17
2018-07-01,NK,469,NK,N683NK,469,11298,DFW,12889,LAS,-3,13,10,134,1055,-13
2018-06-01,NK,1028,NK,N616NK,1028,10821,BWI,10721,BOS,-5,11,8,60,369,-14
2018-04-01,NK,342,NK,N904NK,342,14107,PHX,13487,MSP,11,18,7,145,1276,-7
2018-04-01,NK,342,NK,N904NK,342,13487,MSP,11433,DTW,-7,12,11,66,528,-30
2018-07-01,NK,457,NK,N660NK,457,13930,ORD,12889,LAS,102,16,6,189,1514,82
2018-08-01,NK,441,NK,N659NK,441,13930,ORD,14747,SEA,43,33,10,236,1721,62
2018-10-01,NK,726,NK,N904NK,726,14747,SEA,12889,LAS,-10,15,27,122,867,8
2018-09-01,NK,221,NK,N653NK,221,13930,ORD,10397,ATL,12,10,10,84,606,-1
2018-12-01,NK,404,NK,N512NK,404,10397,ATL,12892,LAX,-2,16,6,301,1947,11
2018-12-01,NK,403,NK,N507NK,403,10397,ATL,11697,FLL,-3,11,4,84,581,-15
2018-04-01,NK,345,NK,N904NK,345,13487,MSP,14107,PHX,1,25,7,198,1276,13
2018-02-01,NK,103,NK,N512NK,103,10721,BOS,13577,MYR,-9,14,7,114,738,-13
2018-01-01,NK,425,NK,N663NK,425,13930,ORD,11697,FLL,1,14,11,152,1182,-11
2018-02-01,NK,1007,NK,N629NK,1007,14100,PHL,11697,FLL,-6,10,7,138,992,-16
2018-03-01,NK,554,NK,N642NK,554,10397,ATL,10821,BWI,-6,12,14,79,577,-7
2018-06-01,NK,1027,NK,N615NK,1027,10721,BOS,10821,BWI,5,19,5,57,369,-1
2018-08-01,NK,442,NK,N659NK,442,14747,SEA,13930,ORD,74,11,14,191,1721,55
2018-01-01,NK,365,NK,N622NK,365,14635,RSW,10821,BWI,18,10,5,112,919,2
2018-05-01,NK,148,NK,N602NK,148,12892,LAX,10821,BWI,-6,21,7,265,2329,-19
2018-06-01,NK,103,NK,N608NK,103,13577,MYR,11697,FLL,-9,9,7,86,529,-9
2018-09-01,NK,227,NK,N648NK,227,10721,BOS,13204,MCO,11,10,8,141,1121,-26
2018-02-01,NK,443,NK,N676NK,443,10821,BWI,11697,FLL,-6,13,10,133,925,-12
2018-01-01,NK,379,NK,N633NK,379,10158,ACY,13577,MYR,-6,9,3,78,466,-9
2018-10-01,NK,726,NK,N904NK,726,12889,LAS,13204,MCO,13,17,6,246,2039,7
2018-04-01,NK,345,NK,N904NK,345,11433,DTW,13487,MSP,20,11,10,96,528,17
2018-12-01,NK,395,NK,N602NK,395,14100,PHL,12889,LAS,-4,15,6,313,2176,-29
2018-08-01,NK,443,NK,N606NK,443,10821,BWI,11697,FLL,-5,9,6,129,925,-17
2018-11-01,NK,1028,NK,N612NK,1028,10821,BWI,10721,BOS,-18,11,10,58,369,-29
2019-11-01,NK,1071,NK,N915NK,1071,13495,MSY,11292,DEN,-5,11,6,161,1062,-9
2019-04-01,NK,440,NK,N628NK,440,11697,FLL,11042,CLE,145,20,9,136,1062,135
2019-10-01,NK,1508,NK,N637NK,1508,11697,FLL,15304,TPA,-5,18,6,34,197,-9
2019-09-01,NK,808,NK,N612NK,808,12889,LAS,10397,ATL,20,15,7,208,1747,4
2019-05-01,NK,1005,NK,N682NK,1005,14100,PHL,11697,FLL,-6,19,6,133,992,-15
2019-04-01,NK,433,NK,N670NK,433,10721,BOS,13204,MCO,46,13,28,186,1121,76
2019-11-01,NK,1070,NK,N617NK,1070,11292,DEN,13495,MSY,-2,9,5,121,1062,-32
2019-02-01,NK,797,NK,N609NK,797,10721,BOS,15304,TPA,-4,13,7,181,1185,-15
2019-07-01,NK,725,NK,N602NK,725,13204,MCO,12889,LAS,10,10,9,249,2039,-11
2019-01-01,NK,812,NK,N606NK,812,11298,DFW,15304,TPA,-7,11,9,116,929,-13
2019-05-01,NK,1122,NK,N524NK,1122,11697,FLL,12451,JAX,-5,9,7,48,319,-24
2019-06-01,NK,388,NK,N686NK,388,11433,DTW,11697,FLL,61,21,6,146,1127,59
2019-12-01,NK,1167,NK,N903NK,1167,13930,ORD,14107,PHX,34,25,6,205,1440,32
2019-02-01,NK,792,NK,N659NK,792,13577,MYR,11618,EWR,-4,8,6,83,550,-22
2019-11-01,NK,675,NK,N628NK,675,10397,ATL,13204,MCO,139,11,8,61,404,129
2019-10-01,NK,1506,NK,N506NK,1506,11697,FLL,13204,MCO,-6,15,26,32,177,-1
2019-01-01,NK,827,NK,N606NK,827,10529,BDL,14635,RSW,-17,8,9,183,1180,-20
2019-03-01,NK,557,NK,N693NK,557,10821,BWI,10397,ATL,-3,12,10,87,577,-16
2019-05-01,NK,1004,NK,N646NK,1004,11697,FLL,14100,PHL,-7,16,7,128,992,-25
2019-02-01,NK,770,NK,N622NK,770,13204,MCO,10397,ATL,32,21,8,65,404,31
2019-07-01,NK,368,NK,N637NK,368,13930,ORD,10821,BWI,-4,16,16,85,621,-2
2019-01-01,NK,806,NK,N521NK,806,12889,LAS,10397,ATL,-2,12,23,191,1747,-7
2019-05-01,NK,1009,NK,N627NK,1009,14100,PHL,11697,FLL,-4,21,7,136,992,-17
2019-06-01,NK,388,NK,N686NK,388,12889,LAS,11433,DTW,0,17,26,220,1749,23
2019-08-01,NK,165,NK,N642NK,165,11298,DFW,10397,ATL,4,20,11,119,731,15
2019-11-01,NK,1097,NK,N696NK,1097,13204,MCO,12266,IAH,2,10,8,127,854,-7
2019-06-01,NK,392,NK,N604NK,392,13204,MCO,12339,IND,-8,36,5,123,829,7
2019-08-01,NK,1610,NK,N637NK,1610,12451,JAX,10821,BWI,37,10,6,119,663,56
2019-03-01,NK,631,NK,N629NK,631,11433,DTW,15304,TPA,-8,16,8,136,983,-8
2019-09-01,NK,749,NK,N661NK,749,13487,MSP,11298,DFW,-10,9,5,108,852,-29
2019-05-01,NK,1008,NK,N612NK,1008,11697,FLL,14100,PHL,11,12,9,134,992,0
2019-12-01,NK,117,NK,N607NK,117,11433,DTW,13204,MCO,-8,13,31,128,957,-2
2019-11-01,NK,109,NK,N692NK,109,10721,BOS,11433,DTW,-6,18,8,102,632,-10
2019-12-01,NK,1168,NK,N903NK,1168,14107,PHX,13930,ORD,-1,9,9,175,1440,-11
2019-10-01,NK,1810,NK,N637NK,1810,14843,SJU,11697,FLL,-11,10,11,132,1046,-22
2019-08-01,NK,162,NK,N694NK,162,11697,FLL,10529,BDL,8,20,7,145,1173,2
2019-08-01,NK,1814,NK,N514NK,1814,11298,DFW,15304,TPA,-4,19,6,123,929,-8
2019-07-01,NK,722,NK,N905NK,722,13204,MCO,14122,PIT,34,17,4,105,834,15
2019-04-01,NK,428,NK,N625NK,428,15304,TPA,13487,MSP,44,9,5,172,1306,25
2019-01-01,NK,811,NK,N640NK,811,13204,MCO,14843,SJU,3,20,4,145,1189,17
2019-03-01,NK,558,NK,N509NK,558,11697,FLL,14122,PIT,76,11,4,126,994,56
2019-12-01,NK,103,NK,N910NK,103,10721,BOS,13577,MYR,17,32,5,112,738,33
2019-09-01,NK,808,NK,N612NK,808,10397,ATL,13495,MSY,8,12,7,69,425,2
2019-01-01,NK,810,NK,N619NK,810,13495,MSY,11433,DTW,-3,12,10,111,926,-19
2019-04-01,NK,347,NK,N643NK,347,12953,LGA,13577,MYR,45,45,7,86,563,64
2019-06-01,NK,390,NK,N902NK,390,13204,MCO,10821,BWI,58,15,6,103,787,50
