fl_date,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,dep_delay,taxi_out,taxi_in,air_time,distance,arr_delay
2019-08-01,B6,520,B6,N526JL,520,10397,ATL,12478,JFK,10,16,5,102,760,-6
2019-01-01,B6,398,B6,N708JB,398,13204,MCO,12953,LGA,-8,15,6,153,950,11
2019-11-01,B6,2,B6,N806JB,2,11697,FLL,12478,JFK,11,17,7,134,1069,-3
2019-05-01,B6,872,B6,N524JB,872,14869,SLC,12478,JFK,110,11,10,225,1990,83
2019-08-01,B6,2,B6,N608JB,2,11697,FLL,12478,JFK,92,26,8,149,1069,81
2019-06-01,B6,623,B6,N981JT,623,12478,JFK,12892,LAX,-6,14,6,343,2475,-18
2019-10-01,B6,2618,B6,N183JB,2618,11697,FLL,12451,JAX,-15,16,4,51,319,-16
2019-01-01,B6,2,B6,N974JB,2,11697,FLL,12478,JFK,112,19,6,142,1069,106
2019-04-01,B6,62,B6,N552JB,62,14027,PBI,12953,LGA,98,22,4,134,1035,91
2019-08-01,B6,1807,B6,N645JB,1807,10721,BOS,10693,BNA,14,18,7,127,942,-1
2019-04-01,B6,63,B6,N942JB,63,12478,JFK,14747,SEA,34,32,7,359,2422,42
2019-01-01,B6,3,B6,N959JB,3,12478,JFK,14843,SJU,-2,19,8,185,1598,-28
2019-04-01,B6,65,B6,N659JB,65,12478,JFK,10140,ABQ,11,22,11,253,1826,-22
2019-06-01,B6,629,B6,N997JL,629,13204,MCO,10732,BQN,70,13,4,127,1129,53
2019-07-01,B6,2,B6,N523JB,2,11697,FLL,12478,JFK,211,31,11,143,1069,202
2019-10-01,B6,312,B6,N178JB,312,13930,ORD,10721,BOS,34,12,6,106,867,10
2018-12-01,DL,5868,YX,N210JQ,5868,12953,LGA,10994,CHS,3,17,5,99,641,-33
2018-02-01,DL,3463,9E,N8908D,3463,11953,GNV,10397,ATL,-9,18,8,54,300,-13
2018-09-01,DL,48,DL,N371NB,48,13303,MIA,12478,JFK,2,15,21,144,1089,-5
2018-04-01,DL,3294,9E,N132EV,3294,11433,DTW,14576,ROC,-5,16,6,46,296,-13
2018-11-01,DL,5054,9E,N304PQ,5054,11423,DSM,13487,MSP,-4,11,12,48,232,-15
2018-10-01,DL,5042,9E,N934XJ,5042,15412,TYS,13487,MSP,-1,12,8,127,792,-7
2018-10-01,DL,5549,9E,N296PQ,5549,10721,BOS,10994,CHS,0,17,4,112,818,-21
2018-09-01,DL,10,DL,N911DA,10,11292,DEN,13487,MSP,-5,8,3,85,680,-24
2018-11-01,DL,5056,9E,N8908D,5056,10397,ATL,11150,CSG,-3,16,1,22,83,-14
2018-01-01,DL,3513,9E,N316PQ,3513,10397,ATL,11995,GSO,-4,20,2,48,306,-12
2018-05-01,DL,5545,EV,N713EV,5545,12945,LEX,10397,ATL,-4,12,5,63,304,-8
2018-05-01,DL,5781,OO,N814SK,4864,14869,SLC,12954,LGB,0,19,3,109,588,8
2018-01-01,DL,3468,9E,N292PQ,3468,15380,TVC,11433,DTW,-4,26,9,35,207,-17
2018-09-01,DL,4,DL,N178DN,4,12892,LAX,12478,JFK,-5,32,9,297,2475,-8
2018-07-01,DL,5868,YX,N810MD,5868,12953,LGA,14492,RDU,-11,19,8,65,431,-39
2018-11-01,DL,5056,9E,N8908D,5056,11150,CSG,10397,ATL,0,11,11,23,83,-10
2018-06-01,DL,3455,9E,N834AY,3455,10581,BGR,12953,LGA,-5,27,15,69,378,0
2018-08-01,DL,5551,EV,N723EV,5551,13367,MLI,10397,ATL,2,13,9,96,633,1
2018-06-01,DL,3454,9E,N310PQ,3454,10693,BNA,12478,JFK,-5,35,6,119,765,14
2018-05-01,DL,5547,EV,N709EV,5547,11042,CLE,12953,LGA,-5,49,4,64,419,7
2018-06-01,DL,3453,9E,N901XJ,3453,12953,LGA,13342,MKE,137,29,2,105,738,109
2018-09-01,DL,7,DL,N388DA,7,14869,SLC,12892,LAX,-3,12,10,84,590,-21
2018-12-01,DL,5906,YX,N869RW,5906,11278,DCA,12953,LGA,-6,16,8,41,214,-12
2018-12-01,DL,5907,YX,N879RW,5907,12953,LGA,14576,ROC,-9,27,6,43,254,-20
2018-06-01,DL,3456,9E,N905XJ,3456,11193,CVG,12953,LGA,-3,25,13,90,585,4
2018-04-01,DL,3348,9E,N835AY,3348,11641,FAY,10397,ATL,-10,14,6,60,331,-19
2018-09-01,DL,46,DL,N358NW,46,10423,AUS,12478,JFK,5,14,6,198,1521,-1
2018-07-01,DL,5874,YX,N882RW,5874,12339,IND,10721,BOS,-3,17,7,116,818,-2
2018-04-01,DL,3295,9E,N8688C,3295,10397,ATL,11150,CSG,47,15,3,19,83,38
2018-05-01,DL,5548,EV,N709EV,5548,14492,RDU,12953,LGA,-4,39,5,76,431,3
2018-08-01,DL,5550,EV,N741EV,5550,11973,GPT,10397,ATL,-3,11,15,65,352,-4
2018-08-01,DL,5550,EV,N741EV,5550,10397,ATL,11973,GPT,3,24,5,60,352,4
2018-06-01,DL,3471,9E,N313PQ,3471,10721,BOS,12478,JFK,107,20,6,42,187,86
2018-07-01,DL,5872,YX,N810MD,5872,14492,RDU,12953,LGA,-7,15,10,71,431,-19
2018-10-01,DL,5527,9E,N132EV,5527,13296,MHT,11433,DTW,-7,25,8,104,610,3
2018-02-01,DL,3462,9E,N8974C,3462,14492,RDU,10821,BWI,-8,16,11,43,255,-13
2018-08-01,DL,5573,EV,N730EV,5573,10397,ATL,15249,TLH,0,16,5,40,223,-9
2018-05-01,DL,5546,EV,N741EV,5546,13871,OMA,10397,ATL,-8,12,7,111,821,-14
2018-02-01,DL,3461,9E,N914XJ,3461,14492,RDU,12953,LGA,2,40,8,61,431,3
2018-07-01,DL,5934,YX,N872RW,5934,12478,JFK,11066,CMH,0,14,4,66,483,-40
2018-04-01,DL,3325,9E,N314PQ,3325,10821,BWI,12478,JFK,-2,23,5,37,184,-15
2018-07-01,DL,5873,YX,N860RW,5873,10792,BUF,12953,LGA,-7,20,9,60,292,-10
2018-12-01,DL,5909,YX,N207JQ,5909,10721,BOS,11066,CMH,-6,11,5,120,640,-9
2018-02-01,DL,3464,9E,N335PQ,3464,14122,PIT,12478,JFK,-8,17,6,59,340,-36
2018-10-01,DL,5040,9E,N186PQ,5040,11433,DTW,11423,DSM,26,26,5,91,534,37
2018-04-01,DL,3324,9E,N176PQ,3324,12953,LGA,13198,MCI,-4,14,8,186,1107,-16
2018-08-01,DL,5551,EV,N723EV,5551,10397,ATL,13367,MLI,-4,46,9,82,633,13
2018-10-01,DL,5041,9E,N303PQ,5041,10257,ALB,11433,DTW,-10,14,7,91,489,-8
2018-01-01,DL,3512,9E,N937XJ,3512,14122,PIT,11433,DTW,-6,44,6,56,201,15
2018-11-01,DL,5045,9E,N137EV,5045,11278,DCA,12478,JFK,-5,34,5,42,213,-14
2018-11-01,DL,5049,9E,N325PQ,5049,15096,SYR,12478,JFK,-4,12,9,50,209,-14
2018-01-01,DL,3508,9E,N916XJ,3508,11433,DTW,14122,PIT,-3,16,13,37,201,-15
2018-01-01,DL,3507,9E,N931XJ,3507,10431,AVL,10397,ATL,27,42,13,36,164,49
2018-02-01,DL,3495,9E,N928XJ,3495,15096,SYR,12953,LGA,-11,58,13,41,198,10
2019-02-01,DL,5071,9E,N904XJ,5071,11193,CVG,11278,DCA,-3,30,5,59,411,7
2019-07-01,DL,3519,OO,N254SY,3519,14252,PSC,13487,MSP,-7,13,4,159,1254,-17
2019-05-01,DL,5004,9E,N935XJ,5004,12478,JFK,10792,BUF,-5,19,3,55,301,-15
2019-05-01,DL,5005,9E,N915XJ,5005,11433,DTW,14683,SAT,-1,26,4,186,1214,17
2019-04-30,DL,5870,YX,N204JQ,5870,12953,LGA,15016,STL,-9,37,5,134,888,-15
2019-07-01,DL,3517,OO,N271SY,3517,13342,MKE,12953,LGA,-3,16,4,107,738,-15
2019-08-01,DL,5360,9E,N138EV,5360,10721,BOS,12478,JFK,262,32,23,43,187,269
2019-09-01,DL,3430,9E,N349PQ,3430,13367,MLI,10397,ATL,-8,25,7,91,633,-6
2019-07-01,DL,3520,OO,N829SK,3520,11423,DSM,11433,DTW,-4,13,14,76,534,-7
2019-08-01,DL,5358,9E,N292PQ,5358,10781,BTR,10397,ATL,-7,14,8,65,448,-21
2019-02-01,DL,5021,9E,N8891A,5021,11193,CVG,11057,CLT,26,48,7,54,335,25
2019-11-01,DL,5872,YX,N873RW,5872,10721,BOS,11278,DCA,-1,23,3,80,399,-11
2019-10-01,DL,3500,OO,N829SK,3500,12264,IAD,11433,DTW,0,25,6,64,383,-7
2019-11-01,DL,5869,YX,N205JQ,5869,13930,ORD,10721,BOS,-7,9,32,103,867,-22
2019-07-01,DL,3519,OO,N254SY,3519,13487,MSP,14252,PSC,-8,20,4,185,1254,-12
2019-06-01,DL,4758,OO,N632SK,4758,14869,SLC,15370,TUL,-3,16,4,113,926,-20
2019-09-01,DL,3429,9E,N337PQ,3429,10431,AVL,10397,ATL,-10,12,15,33,164,-22
2019-08-01,DL,5359,9E,N8688C,5359,10397,ATL,10208,AGS,-5,14,5,31,143,-15
2019-08-01,DL,5359,9E,N8688C,5359,10208,AGS,10397,ATL,-7,23,7,31,143,-18
2019-06-01,DL,4853,OO,N496CA,4853,10397,ATL,11146,CRW,-1,10,3,61,363,-13
2019-08-01,DL,5382,9E,N135EV,5382,10785,BTV,10397,ATL,-5,16,7,142,961,-10
2019-12-01,DL,3281,9E,N186PQ,3281,12451,JAX,14492,RDU,22,15,5,61,407,22
2019-01-01,DL,3525,OO,N807SK,3525,13433,MOT,13487,MSP,239,17,3,67,449,215
2019-01-01,DL,3522,OO,N768SK,3522,14457,RAP,14869,SLC,-1,23,10,77,508,0
2019-06-01,DL,4853,OO,N496CA,4853,11146,CRW,10397,ATL,-5,9,7,56,363,-21
2019-04-30,DL,5869,YX,N815MD,5869,11066,CMH,12478,JFK,-5,10,20,85,483,-14
2019-03-01,DL,3280,9E,N8980A,3280,11150,CSG,10397,ATL,62,20,13,31,83,61
2019-09-01,DL,3441,9E,N314PQ,3441,14783,SGF,10397,ATL,-11,23,10,74,563,-20
2019-04-30,DL,5868,YX,N815MD,5868,12478,JFK,11066,CMH,-2,25,4,83,483,-6
2019-03-01,DL,3311,9E,N932XJ,3311,10397,ATL,11721,FNT,17,17,4,88,645,6
2019-11-01,DL,5870,YX,N212JQ,5870,10721,BOS,12953,LGA,-7,20,7,51,184,-26
2019-10-01,DL,3501,OO,N260SY,3501,14869,SLC,14252,PSC,-6,19,4,73,521,-24
2019-02-01,DL,5074,9E,N678CA,5074,11193,CVG,11278,DCA,16,40,4,63,411,25
2019-12-01,DL,3304,9E,N904XJ,3304,14492,RDU,12953,LGA,22,21,6,65,431,9
2019-09-01,DL,3428,9E,N936XJ,3428,12953,LGA,13198,MCI,-3,30,4,162,1107,-7
2019-03-01,DL,3280,9E,N8980A,3280,10397,ATL,11150,CSG,75,24,1,19,83,72
2019-01-01,DL,3526,OO,N630SK,3526,13342,MKE,13487,MSP,-5,12,4,55,297,-15
2019-06-01,DL,4833,OO,N8903A,4833,11433,DTW,10469,AZO,-1,13,5,28,113,-9
2019-05-01,DL,370,DL,N909DA,370,11433,DTW,13930,ORD,5,16,8,44,235,-9
2019-11-01,DL,5869,YX,N205JQ,5869,10721,BOS,13930,ORD,-2,23,11,142,867,-11
2019-10-01,DL,3503,OO,N953SW,3503,11637,FAR,13487,MSP,-11,43,6,43,223,7
2019-02-01,DL,5072,9E,N901XJ,5072,11423,DSM,12953,LGA,20,12,12,127,1031,1
2019-05-01,DL,5006,9E,N315PQ,5006,11298,DFW,11433,DTW,9,15,16,130,986,6
2019-10-01,DL,3520,OO,N427SW,3520,14814,SHV,10397,ATL,2,10,13,84,551,0
2019-04-30,DL,5872,YX,N809MD,5872,12953,LGA,10693,BNA,-7,27,6,110,764,-23
2019-05-01,DL,5003,9E,N980EV,5003,13931,ORF,12478,JFK,-3,21,15,49,290,-28
2019-04-30,DL,5871,YX,N879RW,5871,14492,RDU,12953,LGA,3,32,5,62,431,-5
2019-01-01,DL,3500,OO,N702BR,3500,14696,SBN,10397,ATL,29,10,6,95,566,6
2019-09-01,DL,3431,9E,N800AY,3431,12478,JFK,14321,PWM,-4,19,4,48,273,-8
2019-07-01,DL,3518,OO,N900EV,3518,10397,ATL,13277,MGM,33,20,5,22,147,25
2019-06-01,DL,4847,OO,N426SW,4847,13422,MOB,10397,ATL,-9,21,6,48,302,-15
2019-10-01,DL,3502,OO,N272SY,3502,12953,LGA,10693,BNA,101,13,7,102,764,56
2019-01-01,DL,3528,OO,N823SK,3528,11433,DTW,14100,PHL,-6,19,4,61,453,-31
2019-12-01,DL,3280,9E,N8896A,3280,11193,CVG,13930,ORD,41,22,7,50,264,18
2019-02-01,DL,5073,9E,N228PQ,5073,14100,PHL,10721,BOS,-17,46,22,46,280,-3
2019-11-01,DL,5941,YX,N203JQ,5941,11618,EWR,10721,BOS,-4,23,9,39,200,-21
2018-05-01,F9,1002,F9,N203FR,1002,13303,MIA,14100,PHL,-5,16,10,141,1013,-13
2018-02-01,F9,1880,F9,N201FR,1880,14107,PHX,13204,MCO,-1,19,6,211,1849,-13
2018-02-01,F9,670,F9,N949FR,670,14771,SFO,11292,DEN,-6,16,6,123,967,-12
2018-12-01,F9,1469,F9,N202FR,1469,13204,MCO,10599,BHM,47,9,6,72,479,39
2018-04-01,F9,1508,F9,N205FR,1508,13342,MKE,13303,MIA,-10,17,12,158,1258,-21
2018-03-01,F9,1993,F9,N211FR,1993,13485,MSN,12889,LAS,-10,11,7,201,1454,-18
2018-01-01,F9,1658,F9,N720FR,1658,13204,MCO,14843,SJU,2,27,6,141,1189,5
2018-09-01,F9,1752,F9,N202FR,1752,11109,COS,13204,MCO,-2,8,7,173,1520,-32
2018-08-01,F9,200,F9,N201FR,200,11292,DEN,11057,CLT,0,13,14,156,1337,-11
2018-03-01,F9,1679,F9,N211FR,1679,13204,MCO,12889,LAS,-7,14,7,291,2039,-14
2018-09-01,F9,1686,F9,N202FR,1686,12889,LAS,10693,BNA,0,18,11,201,1587,13
2018-01-01,F9,667,F9,N922FR,667,11292,DEN,14771,SFO,7,33,8,139,967,20
2018-09-01,F9,557,F9,N305FR,557,11292,DEN,14679,SAN,3,14,6,118,853,-3
2018-05-01,F9,1001,F9,N203FR,1001,14100,PHL,13303,MIA,-4,21,5,134,1013,-27
2018-01-01,F9,1822,F9,N211FR,1822,14635,RSW,15356,TTN,99,10,7,124,1028,78
2018-08-01,F9,1158,F9,N206FR,1158,14683,SAT,11193,CVG,2,12,6,129,1024,-11
2018-02-01,F9,1883,F9,N201FR,1883,13204,MCO,14107,PHX,2,14,30,255,1849,1
2018-12-01,F9,1773,F9,N202FR,1773,11986,GRR,13204,MCO,-13,10,9,147,1024,-12
2018-11-01,F9,1148,F9,N206FR,1148,12889,LAS,12264,IAD,-8,19,9,257,2065,4
2018-12-01,F9,1679,F9,N235FR,1679,13204,MCO,12889,LAS,-10,13,6,301,2039,-6
2018-05-01,F9,1274,F9,N201FR,1274,14107,PHX,13930,ORD,-7,14,115,173,1440,82
2018-07-01,F9,1540,F9,N201FR,1540,13891,ONT,14683,SAT,-10,17,7,158,1166,9
2018-07-01,F9,1540,F9,N201FR,1540,14683,SAT,10397,ATL,29,14,7,114,874,15
2018-09-01,F9,1751,F9,N202FR,1751,13204,MCO,11109,COS,-2,17,6,190,1520,-35
2018-01-01,F9,1440,F9,N718FR,1440,15304,TPA,12391,ISP,36,11,5,122,1034,19
2018-07-01,F9,1888,F9,N210FR,1888,10423,AUS,15304,TPA,0,11,8,132,928,6
2018-02-01,F9,983,F9,N201FR,983,13204,MCO,13244,MEM,-8,15,6,118,684,1
2018-02-01,F9,982,F9,N201FR,982,13244,MEM,13204,MCO,-11,12,11,90,684,-13
2018-01-01,F9,1701,F9,N230FR,1701,13204,MCO,13495,MSY,20,18,7,86,551,19
2018-04-01,F9,637,F9,N203FR,637,15370,TUL,11292,DEN,-1,40,7,85,541,22
2018-04-01,F9,459,F9,N201FR,459,13487,MSP,11292,DEN,-4,13,10,112,680,-6
2018-12-01,F9,651,F9,N233FR,651,11193,CVG,11292,DEN,1,15,10,150,1069,-20
2018-08-01,F9,1158,F9,N206FR,1158,11193,CVG,12953,LGA,71,21,13,102,585,89
2018-09-01,F9,1686,F9,N202FR,1686,10693,BNA,13204,MCO,5,23,9,92,616,16
2018-05-01,F9,997,F9,N203FR,997,14100,PHL,14685,SAV,-10,14,11,94,629,-9
2018-03-01,F9,1680,F9,N201FR,1680,12889,LAS,13204,MCO,111,18,8,272,2039,143
2018-10-01,F9,1885,F9,N220FR,1885,14492,RDU,14683,SAT,38,19,6,158,1224,24
2018-05-01,F9,1120,F9,N202FR,1120,12889,LAS,11193,CVG,161,11,8,185,1678,133
2018-03-01,F9,429,F9,N213FR,429,10397,ATL,11292,DEN,-8,14,21,185,1199,-2
2018-03-01,F9,1994,F9,N211FR,1994,12889,LAS,13485,MSN,-10,26,5,166,1454,-13
2018-08-01,F9,509,F9,N206FR,509,12953,LGA,11292,DEN,86,62,8,220,1620,117
2018-07-01,F9,369,F9,N201FR,369,11292,DEN,13891,ONT,15,15,5,103,819,-1
2018-04-01,F9,426,F9,N203FR,426,11292,DEN,10397,ATL,29,14,8,129,1199,3
2018-07-01,F9,631,F9,N207FR,631,11292,DEN,10140,ABQ,-1,8,8,51,349,-19
2018-08-01,F9,1157,F9,N206FR,1157,11193,CVG,14683,SAT,-9,9,8,153,1024,-10
2018-04-01,F9,634,F9,N203FR,634,11292,DEN,15370,TUL,-8,14,8,68,541,-15
2019-10-01,F9,647,F9,N205FR,647,11193,CVG,11292,DEN,43,9,9,140,1069,14
2019-04-01,F9,279,F9,N210FR,279,12451,JAX,15016,STL,75,11,6,106,753,63
2019-02-01,F9,2500,F9,N201FR,2500,15304,TPA,10792,BUF,-9,19,12,144,1053,4
2019-01-01,F9,882,F9,N205FR,882,11057,CLT,15356,TTN,2,12,7,63,484,-16
2019-05-01,F9,171,F9,N210FR,171,14100,PHL,11292,DEN,-6,26,9,220,1558,-21
2019-05-01,F9,800,F9,N211FR,800,13204,MCO,15356,TTN,-5,22,9,122,896,-1
2019-06-01,F9,451,F9,N205FR,451,10792,BUF,11292,DEN,-10,11,14,189,1359,-15
2019-04-01,F9,1103,F9,N201FR,1103,13204,MCO,12889,LAS,8,15,6,279,2039,-15
2019-04-01,F9,2822,F9,N201FR,2822,14107,PHX,11109,COS,-10,13,7,82,551,-12
2019-04-01,F9,2020,F9,N201FR,2020,12889,LAS,11109,COS,-7,17,5,81,604,-28
2019-03-01,F9,803,F9,N201FR,803,15356,TTN,13204,MCO,-6,65,16,139,896,47
2019-11-01,F9,646,F9,N202FR,646,11193,CVG,12953,LGA,-10,14,7,81,585,-21
2019-10-01,F9,266,F9,N205FR,266,14908,SNA,11292,DEN,-4,18,8,106,846,-12
2019-03-01,F9,1907,F9,N312FR,1907,10423,AUS,14908,SNA,-10,14,8,180,1209,-8
2019-09-01,F9,2019,F9,N205FR,2019,11109,COS,12889,LAS,-10,10,12,84,604,-26
2019-02-01,F9,2501,F9,N201FR,2501,10792,BUF,15304,TPA,10,13,6,148,1053,-12
2019-01-01,F9,883,F9,N205FR,883,15356,TTN,11057,CLT,7,11,13,85,484,7
2019-11-01,F9,503,F9,N202FR,503,12953,LGA,11292,DEN,-10,16,9,222,1620,-29
2019-05-01,F9,391,F9,N201FR,391,10693,BNA,11292,DEN,62,27,7,140,1014,55
2019-01-01,F9,1020,F9,N201FR,1020,13204,MCO,15096,SYR,-9,10,4,132,1053,-23
2019-10-01,F9,535,F9,N201FR,535,11278,DCA,11292,DEN,-7,10,5,211,1476,-30
2019-11-01,F9,635,F9,N216FR,635,15370,TUL,11292,DEN,-2,19,12,97,541,15
2019-06-01,F9,883,F9,N220FR,883,15356,TTN,11057,CLT,8,14,10,74,484,-3
2019-02-01,F9,2534,F9,N201FR,2534,15304,TPA,14307,PVD,-5,14,7,142,1136,-20
2019-03-01,F9,1906,F9,N312FR,1906,14908,SNA,10423,AUS,1,18,6,129,1209,-25
2019-03-01,F9,243,F9,N230FR,243,12266,IAH,11292,DEN,4,11,15,141,862,9
2019-01-01,F9,1222,F9,N205FR,1222,15304,TPA,15356,TTN,30,14,5,117,955,10
2019-11-01,F9,776,F9,N205FR,776,12889,LAS,11292,DEN,139,23,13,101,628,155
2019-01-01,F9,1221,F9,N205FR,1221,15356,TTN,15304,TPA,0,15,26,149,955,21
2019-03-01,F9,267,F9,N312FR,267,11292,DEN,14908,SNA,1,16,6,134,846,8
2019-10-01,F9,647,F9,N205FR,647,12953,LGA,11193,CVG,82,18,8,86,585,40
2019-04-01,F9,2823,F9,N201FR,2823,11109,COS,14107,PHX,-6,15,6,83,551,-24
2019-11-01,F9,646,F9,N202FR,646,11292,DEN,11193,CVG,25,12,7,121,1069,11
2019-09-01,F9,2098,F9,N230FR,2098,12889,LAS,15304,TPA,-4,10,5,233,1984,-26
2019-05-01,F9,811,F9,N211FR,811,15356,TTN,11697,FLL,2,12,21,138,1026,10
2019-10-01,F9,269,F9,N205FR,269,11292,DEN,14908,SNA,-10,10,6,132,846,-11
2019-05-01,F9,418,F9,N210FR,418,11292,DEN,10397,ATL,-2,16,6,139,1199,-22
2018-08-01,G4,1206,G4,222NV,1206,10431,AVL,14082,PGD,-9,9,7,86,588,-8
2018-02-01,G4,773,G4,246NV,773,11823,FWA,14761,SFB,-6,9,6,120,870,-8
2018-04-01,G4,703,G4,217NV,703,10980,CHA,14761,SFB,193,10,7,69,490,189
2018-10-01,G4,1803,G4,272NV,1803,10994,CHS,12339,IND,-8,12,6,80,585,-16
2018-08-01,G4,168,G4,217NV,168,10466,AZA,13367,MLI,-10,11,5,167,1288,-2
2018-07-01,G4,1730,G4,216NV,1730,11697,FLL,15412,TYS,-11,14,4,98,708,-12
2018-09-01,G4,1301,G4,262NV,1301,14761,SFB,11193,CVG,-7,9,9,100,735,-14
2018-05-01,G4,144,G4,215NV,144,10466,AZA,10620,BIL,-13,9,4,109,878,-26
2018-11-01,G4,2134,G4,414NV,2134,14761,SFB,11637,FAR,0,19,7,185,1508,-19
2018-11-01,G4,2173,G4,417NV,2173,14259,PSM,14761,SFB,-16,9,7,157,1144,-35
2018-08-01,G4,828,G4,272NV,828,14112,PIE,11996,GSP,31,9,5,70,482,24
2018-12-01,G4,1661,G4,262NV,1661,11823,FWA,14082,PGD,-14,14,7,144,986,1
2018-01-01,G4,895,G4,219NV,895,12265,IAG,14112,PIE,0,21,6,154,1069,9
2018-11-01,G4,181,G4,332NV,181,10423,AUS,10140,ABQ,3,18,5,96,619,12
2018-10-01,G4,169,G4,301NV,169,11603,EUG,12889,LAS,-4,9,9,99,700,-4
2018-06-01,G4,1712,G4,216NV,1712,11697,FLL,11996,GSP,-6,12,6,84,620,-14
2018-04-01,G4,1247,G4,223NV,1247,14783,SGF,14112,PIE,53,28,6,102,895,61
2018-06-01,G4,1713,G4,216NV,1713,11996,GSP,11697,FLL,-10,12,4,87,620,-15
2018-12-01,G4,1304,G4,251NV,1304,11193,CVG,14082,PGD,-2,8,7,116,850,-7
2018-08-01,G4,299,G4,217NV,299,13796,OAK,10466,AZA,-7,11,4,98,668,-5
2018-12-01,G4,1658,G4,258NV,1658,14082,PGD,14696,SBN,6,12,9,129,1049,-5
2018-07-01,G4,1704,G4,216NV,1704,11697,FLL,13244,MEM,-4,11,9,117,851,-11
2018-03-01,G4,894,G4,219NV,894,14112,PIE,12265,IAG,-2,12,9,141,1069,-9
2018-03-01,G4,1610,G4,226NV,1610,14082,PGD,14730,SDF,-18,14,4,117,806,-14
2018-04-01,G4,184,G4,301NV,184,10466,AZA,11603,EUG,-7,11,7,130,971,-21
2018-11-01,G4,74,G4,332NV,74,12889,LAS,10140,ABQ,-9,24,4,68,486,1
2018-10-01,G4,334,G4,313NV,334,12892,LAX,15370,TUL,-5,19,4,153,1283,-12
2018-02-01,G4,815,G4,227NV,815,14492,RDU,14112,PIE,23,14,5,89,595,14
2018-07-01,G4,1691,G4,222NV,1691,12339,IND,14082,PGD,10,13,4,120,916,7
2018-05-01,G4,183,G4,229NV,183,11986,GRR,10466,AZA,-9,19,4,235,1561,11
2018-12-01,G4,1592,G4,253NV,1592,14082,PGD,13342,MKE,4,12,7,144,1154,-11
2018-09-01,G4,2911,G4,414NV,2911,13230,MDT,14761,SFB,5,16,7,108,827,-4
2018-05-01,G4,182,G4,229NV,182,10466,AZA,11986,GRR,-4,12,11,175,1561,-14
2018-02-01,G4,800,G4,219NV,800,14112,PIE,15295,TOL,-10,16,6,127,945,-15
2018-10-01,G4,2115,G4,429NV,2115,12917,LCK,14761,SFB,2,10,4,102,767,-8
2018-01-01,G4,894,G4,219NV,894,14112,PIE,12265,IAG,0,9,20,132,1069,-2
2018-03-01,G4,908,G4,219NV,908,14112,PIE,11721,FNT,31,12,7,136,1040,23
2018-02-01,G4,1646,G4,220NV,1646,14082,PGD,14259,PSM,3,10,5,163,1279,4
2018-07-01,G4,1731,G4,216NV,1731,15412,TYS,11697,FLL,0,11,7,94,708,-7
2018-01-01,G4,1202,G4,225NV,1202,10431,AVL,14112,PIE,150,11,5,87,519,154
2018-08-01,G4,132,G4,220NV,132,10466,AZA,14314,PVU,9,11,4,70,477,6
2018-11-01,G4,1309,G4,218NV,1309,12889,LAS,11193,CVG,10,11,9,213,1678,20
2018-09-01,G4,818,G4,231NV,818,14112,PIE,12544,USA,-5,10,5,76,528,-12
2018-02-01,G4,801,G4,219NV,801,15295,TOL,14112,PIE,-8,10,4,130,945,-6
2018-09-01,G4,318,G4,335NV,318,12892,LAX,14783,SGF,-15,15,5,162,1423,-24
2018-12-01,G4,1303,G4,261NV,1303,14112,PIE,11193,CVG,-4,10,7,107,776,-10
2018-09-01,G4,1920,G4,225NV,1920,15624,VPS,14108,PIA,12,15,7,92,724,6
2018-06-01,G4,1867,G4,217NV,1867,15624,VPS,12339,IND,-3,15,5,92,637,-3
2018-03-01,G4,895,G4,219NV,895,12265,IAG,14112,PIE,0,23,5,152,1069,9
2018-04-01,G4,664,G4,217NV,664,14761,SFB,11027,CKB,191,12,7,103,727,189
2018-05-01,G4,818,G4,230NV,818,14112,PIE,12544,USA,-10,10,5,79,528,-15
2018-06-01,G4,436,G4,225NV,436,12889,LAS,14108,PIA,-2,19,4,157,1413,-15
2018-06-01,G4,1758,G4,216NV,1758,11697,FLL,13931,ORF,-7,19,4,105,781,-4
2018-05-01,G4,1202,G4,230NV,1202,10431,AVL,14112,PIE,-13,10,6,79,519,-14
2018-01-01,G4,891,G4,218NV,891,11823,FWA,14112,PIE,330,10,8,128,912,333
2018-10-01,G4,1361,G4,250NV,1361,12892,LAX,11193,CVG,-2,13,7,218,1900,-15
2018-03-01,G4,833,G4,218NV,833,15412,TYS,14112,PIE,-12,7,7,73,550,-24
2018-01-01,G4,890,G4,218NV,890,14112,PIE,11823,FWA,-10,16,6,128,912,-5
2018-04-01,G4,1337,G4,248NV,1337,10423,AUS,11193,CVG,-3,9,6,117,958,-18
2019-07-01,G4,867,G4,325NV,867,14112,PIE,14524,RIC,-8,8,7,97,731,-16
2019-06-01,G4,2392,G4,251NV,2392,14108,PIA,14761,SFB,0,9,7,113,949,-10
2019-11-01,G4,336,G4,315NV,336,12892,LAX,15370,TUL,-6,15,7,140,1283,-23
2019-10-01,G4,607,G4,257NV,607,10466,AZA,12280,IDA,0,15,7,77,704,-15
2019-01-01,G4,1657,G4,262NV,1657,12265,IAG,14082,PGD,17,15,7,159,1129,27
