"fl_date","mkt_unique_carrier","branded_code_share","mkt_carrier","mkt_carrier_fl_num","op_unique_carrier","tail_num","op_carrier_fl_num","origin_airport_id","origin","origin_city_name","dest_airport_id","dest","dest_city_name","crs_dep_time","dep_time","dep_delay","taxi_out","wheels_off","wheels_on","taxi_in","crs_arr_time","arr_time","arr_delay","cancelled","cancellation_code","diverted","dup","crs_elapsed_time","actual_elapsed_time","air_time","flights","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay","first_dep_time","total_add_gtime","longest_add_gtime","no_name"
"2019-12-01","AS","AS_CODESHARE","AS",2087,"QX","N403QX",2087,10275,"ALW","Walla Walla, WA",14747,"SEA","Seattle, WA",500,517,17,6,523,605,6,607,611,4,0,NULL,0,"N",67,54,42,1,213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","AS","AS_CODESHARE","AS",3368,"OO","N185SY",3368,14831,"SJC","San Jose, CA",10423,"AUS","Austin, TX",1805,1805,0,24,1829,2341,5,2337,2346,9,0,NULL,0,"N",212,221,192,1,1476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-05-01","AS","AS","AS",4,"AS","N581AS",4,14747,"SEA","Seattle, WA",11278,"DCA","Washington, DC",810,804,-6,20,824,1606,4,1625,1610,-15,0,NULL,0,"N",315,306,282,1,2329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","AS","AS_CODESHARE","AS",3297,"KS","N687PA",3297,11445,"DUT","Unalaska, AK",10299,"ANC","Anchorage, AK",1810,1809,-1,3,1812,2015,4,2040,2019,-21,0,NULL,0,"N",150,130,123,1,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-11-01","AS","AS_CODESHARE","AS",3307,"OO","N183SY",3307,14869,"SLC","Salt Lake City, UT",14057,"PDX","Portland, OR",1940,1933,-7,10,1943,2017,5,2045,2022,-23,0,NULL,0,"N",125,109,94,1,630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","AS","AS","AS",1,"AS","N534AS",1,11278,"DCA","Washington, DC",14747,"SEA","Seattle, WA",800,754,-6,28,822,1057,8,1105,1105,0,0,NULL,0,"N",365,371,335,1,2329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-04-01","AS","AS_CODESHARE","AS",2038,"QX","N637QX",2038,14747,"SEA","Seattle, WA",12278,"ICT","Wichita, KS",1140,1139,-1,44,1223,1704,4,1710,1708,-2,0,NULL,0,"N",210,209,161,1,1430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-09-01","AS","AS_CODESHARE","AS",3310,"OO","N403SY",3310,14057,"PDX","Portland, OR",10800,"BUR","Burbank, CA",1505,1455,-10,10,1505,1709,4,1725,1713,-12,0,NULL,0,"N",140,138,124,1,817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-04-01","AS","AS_CODESHARE","AS",2001,"QX","N436QX",2001,16101,"YKM","Yakima, WA",14747,"SEA","Seattle, WA",500,455,-5,7,502,526,3,545,529,-16,0,NULL,0,"N",45,34,24,1,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-09-01","AS","AS_CODESHARE","AS",3305,"OO","N170SY",3305,14057,"PDX","Portland, OR",14893,"SMF","Sacramento, CA",1625,1618,-7,13,1631,1743,4,1800,1747,-13,0,NULL,0,"N",95,89,72,1,479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-02-01","AS","AS_CODESHARE","AS",3296,"KS","N687PA",3296,10299,"ANC","Anchorage, AK",11445,"DUT","Unalaska, AK",1515,1510,-5,4,1514,1736,3,1730,1739,9,0,NULL,0,"N",135,149,142,1,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-05-01","AS","AS","AS",8,"AS","N264AK",8,14747,"SEA","Seattle, WA",11618,"EWR","Newark, NJ",740,735,-5,22,757,1545,12,1610,1557,-13,0,NULL,0,"N",330,322,288,1,2402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-03-01","AS","AS","AS",36,"AS","N413AS",36,14747,"SEA","Seattle, WA",13487,"MSP","Minneapolis, MN",1025,1023,-2,17,1040,1528,15,1545,1543,-2,0,NULL,0,"N",200,200,168,1,1399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-01","AS","AS_CODESHARE","AS",3300,"OO","N177SY",3300,14831,"SJC","San Jose, CA",10423,"AUS","Austin, TX",955,1004,9,13,1017,1538,4,1540,1542,2,0,NULL,0,"N",225,218,201,1,1476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-01","AS","AS_CODESHARE","AS",3341,"OO","N176SY",3341,14869,"SLC","Salt Lake City, UT",14747,"SEA","Seattle, WA",545,540,-5,14,554,633,7,700,640,-20,0,NULL,0,"N",135,120,99,1,689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-03-01","AS","AS","AS",38,"AS","N548AS",38,14747,"SEA","Seattle, WA",11697,"FLL","Fort Lauderdale, FL",820,851,31,23,914,1711,3,1705,1714,9,0,NULL,0,"N",345,323,297,1,2717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-01","AS","AS_CODESHARE","AS",3299,"KS","N686PA",3299,11445,"DUT","Unalaska, AK",10299,"ANC","Anchorage, AK",1250,NULL,NULL,NULL,NULL,NULL,NULL,1505,NULL,NULL,1,"B",0,"N",135,NULL,NULL,1,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
